t,o
2019-04-07,"{'c': 174.449669098, 'h': 175.01674572, 'l': 165.047795201, 'o': 166.01846561}"
2019-04-08,"{'c': 180.222129093, 'h': 184.242463804, 'l': 174.161857691, 'o': 174.161857691}"
2019-04-09,"{'c': 176.067842046, 'h': 180.254232064, 'l': 175.256501724, 'o': 179.921135103}"
2019-04-10,"{'c': 177.342765317, 'h': 182.876550158, 'l': 175.265444879, 'o': 175.979433203}"
2019-04-11,"{'c': 165.335212304, 'h': 177.379426834, 'l': 162.487162752, 'o': 177.379426834}"
2019-04-12,"{'c': 164.622854706, 'h': 166.110651206, 'l': 161.029740134, 'o': 165.138670809}"
2019-04-13,"{'c': 164.476088004, 'h': 166.362425577, 'l': 163.011851264, 'o': 164.446434567}"
2019-04-14,"{'c': 167.897474089, 'h': 168.504682758, 'l': 162.811308635, 'o': 164.380826317}"
2019-04-15,"{'c': 161.523423858, 'h': 168.818458462, 'l': 159.829330611, 'o': 168.245513859}"
2019-04-16,"{'c': 167.58660173, 'h': 167.629668908, 'l': 160.937150087, 'o': 161.412162538}"
2019-04-17,"{'c': 166.950761576, 'h': 168.750424908, 'l': 165.501893072, 'o': 167.56652189}"
2019-04-18,"{'c': 173.814032352, 'h': 175.276369609, 'l': 166.778888754, 'o': 166.99386315}"
2019-04-19,"{'c': 173.708441176, 'h': 173.866508358, 'l': 170.620215358, 'o': 173.76509536}"
2019-04-20,"{'c': 173.751265406, 'h': 176.704136251, 'l': 171.9347327, 'o': 173.825193089}"
2019-04-21,"{'c': 170.046521769, 'h': 174.336650781, 'l': 167.428589552, 'o': 173.830457249}"
2019-04-22,"{'c': 171.874669558, 'h': 172.9730537, 'l': 168.730804732, 'o': 169.915502277}"
2019-04-23,"{'c': 171.447798826, 'h': 176.802431255, 'l': 170.92232102, 'o': 171.954474876}"
2019-04-24,"{'c': 165.82609059, 'h': 171.524463595, 'l': 162.022683969, 'o': 171.008950426}"
2019-04-25,"{'c': 154.459399951, 'h': 166.407918154, 'l': 154.13692816, 'o': 165.842236661}"
2019-04-26,"{'c': 156.347087281, 'h': 157.821949712, 'l': 152.210938421, 'o': 154.526994835}"
2019-04-27,"{'c': 158.43493242, 'h': 160.589417342, 'l': 155.73470591, 'o': 156.586973657}"
2019-04-28,"{'c': 157.29507397, 'h': 159.558768638, 'l': 157.17453344, 'o': 158.336782653}"
2019-04-29,"{'c': 155.201995458, 'h': 158.333917024, 'l': 153.317478266, 'o': 157.305875902}"
2019-04-30,"{'c': 162.166037089, 'h': 162.354801973, 'l': 155.282991115, 'o': 155.282991115}"
2019-05-01,"{'c': 160.818344256, 'h': 164.029554844, 'l': 159.714662482, 'o': 162.324398748}"
2019-05-02,"{'c': 162.122791335, 'h': 162.813916604, 'l': 160.066289524, 'o': 160.83353462}"
2019-05-03,"{'c': 167.952408601, 'h': 170.013895033, 'l': 161.209311908, 'o': 161.971899434}"
2019-05-04,"{'c': 164.026580539, 'h': 170.641467203, 'l': 161.8515829, 'o': 167.960051841}"
2019-05-05,"{'c': 163.450697022, 'h': 165.104411807, 'l': 159.947667155, 'o': 164.129706344}"
2019-05-06,"{'c': 172.653208017, 'h': 175.749211385, 'l': 160.055419594, 'o': 163.181451521}"
2019-05-07,"{'c': 169.798657365, 'h': 180.147787646, 'l': 169.798657365, 'o': 173.010140173}"
2019-05-08,"{'c': 170.948168196, 'h': 171.906087348, 'l': 166.416338243, 'o': 168.713303786}"
2019-05-09,"{'c': 170.289301603, 'h': 172.880405952, 'l': 167.335267607, 'o': 170.689199859}"
2019-05-10,"{'c': 173.142739021, 'h': 175.851138692, 'l': 169.093374373, 'o': 170.373799842}"
2019-05-11,"{'c': 194.304341538, 'h': 202.927001905, 'l': 173.373624061, 'o': 173.373624061}"
2019-05-12,"{'c': 187.325322672, 'h': 201.79645642, 'l': 183.765929025, 'o': 194.551466462}"
2019-05-13,"{'c': 196.846276938, 'h': 204.832739896, 'l': 185.479688493, 'o': 187.221776048}"
2019-05-14,"{'c': 217.148571659, 'h': 217.572651906, 'l': 196.166515609, 'o': 196.33047656}"
2019-05-15,"{'c': 247.153065441, 'h': 247.271459407, 'l': 217.052593408, 'o': 217.052593408}"
2019-05-16,"{'c': 264.010023118, 'h': 273.635619071, 'l': 245.795286216, 'o': 246.309988774}"
2019-05-17,"{'c': 243.764593413, 'h': 266.526634031, 'l': 228.492471509, 'o': 262.694933283}"
2019-05-18,"{'c': 234.595229584, 'h': 245.844395943, 'l': 233.741146425, 'o': 244.236792286}"
2019-05-19,"{'c': 261.292219263, 'h': 263.208630629, 'l': 233.846285583, 'o': 233.846285583}"
2019-05-20,"{'c': 251.864416688, 'h': 260.007311554, 'l': 242.173342469, 'o': 260.007311554}"
2019-05-21,"{'c': 255.215875873, 'h': 261.536136935, 'l': 248.365861412, 'o': 252.467572248}"
2019-05-22,"{'c': 244.698911619, 'h': 258.740106768, 'l': 243.303680312, 'o': 254.915403275}"
2019-05-23,"{'c': 245.98708954, 'h': 247.525753932, 'l': 233.809133007, 'o': 243.766238407}"
2019-05-24,"{'c': 249.694050205, 'h': 255.253092025, 'l': 243.290637484, 'o': 245.599176752}"
2019-05-25,"{'c': 251.72479506, 'h': 257.356841526, 'l': 249.088797751, 'o': 249.839383867}"
2019-05-26,"{'c': 267.141883996, 'h': 269.118543354, 'l': 247.245385118, 'o': 251.751689492}"
2019-05-27,"{'c': 272.590497231, 'h': 278.416087351, 'l': 265.61543668, 'o': 267.74763246}"
2019-05-28,"{'c': 271.779066098, 'h': 274.159946356, 'l': 267.514385506, 'o': 271.987762339}"
2019-05-29,"{'c': 269.424294887, 'h': 273.605469664, 'l': 263.173815949, 'o': 271.267961098}"
2019-05-30,"{'c': 255.957574148, 'h': 287.031856587, 'l': 247.59148647, 'o': 269.707514952}"
2019-05-31,"{'c': 268.08368852, 'h': 268.248788406, 'l': 249.82107405, 'o': 256.01240349}"
2019-06-01,"{'c': 265.278693717, 'h': 273.363895062, 'l': 263.794030228, 'o': 268.18171656}"
2019-06-02,"{'c': 270.452646949, 'h': 272.741727086, 'l': 265.041884517, 'o': 265.271907259}"
2019-06-03,"{'c': 252.771650598, 'h': 270.324750106, 'l': 251.26219115, 'o': 270.045936512}"
2019-06-04,"{'c': 241.075335035, 'h': 252.350291709, 'l': 236.322372312, 'o': 252.350291709}"
2019-06-05,"{'c': 247.150339916, 'h': 247.886185383, 'l': 240.068889989, 'o': 241.604127545}"
2019-06-06,"{'c': 249.460296747, 'h': 249.732131775, 'l': 238.629341544, 'o': 246.950261381}"
2019-06-07,"{'c': 251.540526538, 'h': 254.254406845, 'l': 246.741674918, 'o': 249.615807162}"
2019-06-08,"{'c': 245.636313387, 'h': 252.224474457, 'l': 243.468532135, 'o': 251.07630524}"
2019-06-09,"{'c': 233.018834294, 'h': 245.8459883, 'l': 229.257431009, 'o': 245.672507875}"
2019-06-10,"{'c': 247.262383405, 'h': 247.604416179, 'l': 229.46833097, 'o': 232.693322171}"
2019-06-11,"{'c': 245.579735457, 'h': 248.315229444, 'l': 239.955522642, 'o': 247.713352774}"
2019-06-12,"{'c': 260.322137124, 'h': 260.322137124, 'l': 244.530771028, 'o': 246.04440412}"
2019-06-13,"{'c': 255.988814823, 'h': 261.982865288, 'l': 255.953872334, 'o': 261.080358947}"
2019-06-14,"{'c': 264.424055267, 'h': 265.371384942, 'l': 254.470501634, 'o': 256.142566431}"
2019-06-15,"{'c': 268.821898321, 'h': 271.478631479, 'l': 262.424895056, 'o': 264.166907961}"
2019-06-16,"{'c': 269.55915494, 'h': 278.129928737, 'l': 265.801535857, 'o': 269.006352404}"
2019-06-17,"{'c': 274.474551563, 'h': 275.399318872, 'l': 268.405508703, 'o': 269.12137974}"
2019-06-18,"{'c': 265.028339971, 'h': 274.228748479, 'l': 263.245338605, 'o': 274.228748479}"
2019-06-19,"{'c': 269.43949716, 'h': 270.115058444, 'l': 264.92273734, 'o': 265.027268368}"
2019-06-20,"{'c': 271.765006637, 'h': 273.929445368, 'l': 265.545738406, 'o': 269.366763115}"
2019-06-21,"{'c': 294.204101213, 'h': 295.141212772, 'l': 271.7853809, 'o': 271.7853809}"
2019-06-22,"{'c': 310.091743918, 'h': 314.622916658, 'l': 294.893771738, 'o': 295.166969982}"
2019-06-23,"{'c': 307.838026648, 'h': 318.227830682, 'l': 305.86320758, 'o': 309.539900412}"
2019-06-24,"{'c': 310.1541002, 'h': 311.936156296, 'l': 299.954774692, 'o': 307.666543711}"
2019-06-25,"{'c': 317.966676229, 'h': 317.966676229, 'l': 307.935557944, 'o': 310.632819087}"
2019-06-26,"{'c': 336.865441841, 'h': 361.398673042, 'l': 315.995154351, 'o': 317.889144455}"
2019-06-27,"{'c': 293.39693676, 'h': 343.214465047, 'l': 278.867378285, 'o': 336.966765744}"
2019-06-28,"{'c': 310.477601859, 'h': 313.031556623, 'l': 293.086696171, 'o': 294.604526272}"
2019-06-29,"{'c': 322.043557024, 'h': 322.043557024, 'l': 294.829553682, 'o': 311.472900015}"
2019-06-30,"{'c': 291.537279728, 'h': 322.77895765, 'l': 291.359339615, 'o': 318.70704233}"
2019-07-01,"{'c': 293.720991704, 'h': 300.761192644, 'l': 280.612221562, 'o': 290.617941094}"
2019-07-02,"{'c': 291.48931763, 'h': 295.655863867, 'l': 272.656864095, 'o': 293.50825469}"
2019-07-03,"{'c': 303.118237075, 'h': 303.268125284, 'l': 291.876126734, 'o': 292.32026693}"
2019-07-04,"{'c': 284.419759824, 'h': 303.756255844, 'l': 283.0857819, 'o': 303.290306883}"
2019-07-05,"{'c': 287.977912549, 'h': 293.849243944, 'l': 282.928697241, 'o': 283.678713644}"
2019-07-06,"{'c': 287.50457021, 'h': 295.991414758, 'l': 286.851590209, 'o': 287.397563771}"
2019-07-07,"{'c': 305.762739828, 'h': 309.878427618, 'l': 286.260519801, 'o': 287.271440341}"
2019-07-08,"{'c': 313.155962663, 'h': 314.207529804, 'l': 303.840288411, 'o': 306.334837652}"
2019-07-09,"{'c': 308.676663691, 'h': 317.791178328, 'l': 305.304994034, 'o': 313.312074242}"
2019-07-10,"{'c': 290.08617397, 'h': 312.951162702, 'l': 285.644099317, 'o': 308.614566238}"
2019-07-11,"{'c': 268.409199266, 'h': 289.724687396, 'l': 266.212354982, 'o': 289.724687396}"
2019-07-12,"{'c': 276.238417002, 'h': 278.689554917, 'l': 268.013110154, 'o': 268.758374948}"
2019-07-13,"{'c': 269.602418716, 'h': 276.685236276, 'l': 263.068267434, 'o': 276.295689466}"
2019-07-14,"{'c': 228.207559806, 'h': 269.626525465, 'l': 228.207559806, 'o': 269.329787463}"
2019-07-15,"{'c': 230.046370364, 'h': 234.609197691, 'l': 211.697128635, 'o': 228.158640567}"
2019-07-16,"{'c': 199.511592732, 'h': 234.491930635, 'l': 197.583859613, 'o': 230.151635696}"
2019-07-17,"{'c': 211.513291556, 'h': 217.794325096, 'l': 194.567677079, 'o': 199.334969525}"
2019-07-18,"{'c': 226.544170564, 'h': 228.992876838, 'l': 208.081265408, 'o': 211.420099183}"
2019-07-19,"{'c': 221.229610426, 'h': 226.940481758, 'l': 215.838243218, 'o': 226.940481758}"
2019-07-20,"{'c': 228.964925795, 'h': 234.051588361, 'l': 221.210533925, 'o': 222.760785956}"
2019-07-21,"{'c': 225.701062015, 'h': 229.847412517, 'l': 219.191450133, 'o': 228.62449358}"
2019-07-22,"{'c': 217.56327561, 'h': 226.750522701, 'l': 213.448377793, 'o': 226.021342653}"
2019-07-23,"{'c': 212.784438449, 'h': 218.319612979, 'l': 209.745233961, 'o': 217.327065571}"
2019-07-24,"{'c': 217.167579978, 'h': 217.535432639, 'l': 203.975120178, 'o': 212.695381853}"
2019-07-25,"{'c': 219.689534556, 'h': 224.120162168, 'l': 216.240007273, 'o': 216.471863038}"
2019-07-26,"{'c': 219.698711164, 'h': 220.189353948, 'l': 214.159612932, 'o': 219.67689991700001}"
2019-07-27,"{'c': 207.23111882, 'h': 223.517262182, 'l': 205.054503179, 'o': 219.484598577}"
2019-07-28,"{'c': 211.003912498, 'h': 211.917151434, 'l': 202.921907656, 'o': 207.764935709}"
2019-07-29,"{'c': 211.22528386, 'h': 213.909331598, 'l': 208.867929407, 'o': 211.330924932}"
2019-07-30,"{'c': 210.455524789, 'h': 213.540822223, 'l': 206.951480192, 'o': 211.550843566}"
2019-07-31,"{'c': 218.654145766, 'h': 218.654145766, 'l': 210.505904863, 'o': 210.505904863}"
2019-08-01,"{'c': 217.808443355, 'h': 218.630322778, 'l': 212.914499835, 'o': 218.541543351}"
2019-08-02,"{'c': 217.871561739, 'h': 221.977423025, 'l': 215.975823263, 'o': 218.011863653}"
2019-08-03,"{'c': 222.490335375, 'h': 224.547517102, 'l': 217.371622055, 'o': 217.979193464}"
2019-08-04,"{'c': 222.66972669, 'h': 223.855078297, 'l': 218.492178064, 'o': 222.70655751}"
2019-08-05,"{'c': 234.215027081, 'h': 235.421189351, 'l': 222.727159981, 'o': 222.727159981}"
2019-08-06,"{'c': 226.020649952, 'h': 238.46656196, 'l': 223.674274548, 'o': 233.933135203}"
2019-08-07,"{'c': 226.391007833, 'h': 229.656576639, 'l': 222.775448151, 'o': 225.859876254}"
2019-08-08,"{'c': 220.941859044, 'h': 226.774713498, 'l': 216.537702316, 'o': 226.538055484}"
2019-08-09,"{'c': 210.48891334, 'h': 221.322376737, 'l': 208.341497132, 'o': 220.981915307}"
2019-08-10,"{'c': 206.733534292, 'h': 213.622083199, 'l': 204.011901589, 'o': 211.10926444}"
2019-08-11,"{'c': 216.092871768, 'h': 216.298826061, 'l': 206.510806411, 'o': 206.510806411}"
2019-08-12,"{'c': 211.288063961, 'h': 215.682942875, 'l': 210.957759755, 'o': 215.682942875}"
2019-08-13,"{'c': 208.603990803, 'h': 211.248596143, 'l': 205.422496818, 'o': 211.182209175}"
2019-08-14,"{'c': 186.683509034, 'h': 208.968144157, 'l': 186.470163743, 'o': 208.580856025}"
2019-08-15,"{'c': 188.644251454, 'h': 189.462154165, 'l': 178.359845202, 'o': 187.947572268}"
2019-08-16,"{'c': 185.531660166, 'h': 188.905599193, 'l': 181.847765649, 'o': 188.526790304}"
2019-08-17,"{'c': 185.841101073, 'h': 186.647749441, 'l': 182.672369719, 'o': 185.767727178}"
2019-08-18,"{'c': 194.556030003, 'h': 197.39448522, 'l': 183.799293388, 'o': 186.547567016}"
2019-08-19,"{'c': 202.813142758, 'h': 203.499864946, 'l': 193.108249108, 'o': 194.522892821}"
2019-08-20,"{'c': 196.621696337, 'h': 203.015987478, 'l': 195.621776086, 'o': 203.015987478}"
2019-08-21,"{'c': 186.941237586, 'h': 196.997753457, 'l': 182.728867583, 'o': 196.617378051}"
2019-08-22,"{'c': 191.106870651, 'h': 194.227745332, 'l': 183.456302111, 'o': 188.581532766}"
2019-08-23,"{'c': 194.671637602, 'h': 195.804567069, 'l': 189.671882578, 'o': 190.292615804}"
2019-08-24,"{'c': 191.234781691, 'h': 194.442431909, 'l': 187.68637563, 'o': 194.442431909}"
2019-08-25,"{'c': 186.73555531, 'h': 191.981066465, 'l': 185.108565463, 'o': 190.950229361}"
2019-08-26,"{'c': 188.950058002, 'h': 193.442190135, 'l': 186.906585821, 'o': 187.002183438}"
2019-08-27,"{'c': 187.495500936, 'h': 188.918799664, 'l': 185.534459801, 'o': 188.918799664}"
2019-08-28,"{'c': 173.958692454, 'h': 187.921049286, 'l': 172.652774627, 'o': 187.420680594}"
2019-08-29,"{'c': 169.489281525, 'h': 173.996396867, 'l': 167.243647969, 'o': 173.859639559}"
2019-08-30,"{'c': 168.887899484, 'h': 170.668058039, 'l': 167.071417764, 'o': 169.715161902}"
2019-08-31,"{'c': 172.458407973, 'h': 174.256981831, 'l': 167.86250491, 'o': 168.915328897}"
2019-09-01,"{'c': 171.697601256, 'h': 173.629229635, 'l': 169.655969976, 'o': 172.601321474}"
2019-09-02,"{'c': 178.357750076, 'h': 180.052596904, 'l': 170.804659911, 'o': 172.055831639}"
2019-09-03,"{'c': 179.491989042, 'h': 182.25371716, 'l': 176.205024649, 'o': 178.524468674}"
2019-09-04,"{'c': 175.966277315, 'h': 179.954814446, 'l': 175.387381096, 'o': 179.06325472}"
2019-09-05,"{'c': 174.172218831, 'h': 176.105412076, 'l': 171.746826263, 'o': 175.676748807}"
2019-09-06,"{'c': 169.955274874, 'h': 177.655272649, 'l': 168.377125942, 'o': 174.125468348}"
2019-09-07,"{'c': 178.282587325, 'h': 180.719341324, 'l': 169.474796842, 'o': 170.171525294}"
2019-09-08,"{'c': 181.362484764, 'h': 182.951911091, 'l': 178.602476785, 'o': 178.602476785}"
2019-09-09,"{'c': 181.212841424, 'h': 184.028842172, 'l': 177.49712057, 'o': 181.307501844}"
2019-09-10,"{'c': 179.839500008, 'h': 183.820291796, 'l': 178.159883384, 'o': 181.188030779}"
2019-09-11,"{'c': 178.803768356, 'h': 181.737743686, 'l': 176.690886957, 'o': 179.715690902}"
2019-09-12,"{'c': 180.975581433, 'h': 181.879083185, 'l': 177.911965995, 'o': 179.031767469}"
2019-09-13,"{'c': 181.321574158, 'h': 181.457048743, 'l': 178.653931081, 'o': 181.145897995}"
2019-09-14,"{'c': 188.068433417, 'h': 188.263204917, 'l': 180.372201434, 'o': 181.289773886}"
2019-09-15,"{'c': 189.689334763, 'h': 190.362101661, 'l': 186.52298021000001, 'o': 188.57777012}"
2019-09-16,"{'c': 197.114754867, 'h': 198.140443775, 'l': 190.091814871, 'o': 190.091814871}"
2019-09-17,"{'c': 208.050603082, 'h': 213.731949505, 'l': 196.766354945, 'o': 197.322350152}"
2019-09-18,"{'c': 211.247234001, 'h': 216.641477008, 'l': 208.519392345, 'o': 208.790989218}"
2019-09-19,"{'c': 221.069630368, 'h': 222.681231688, 'l': 204.918425013, 'o': 210.643274972}"
2019-09-20,"{'c': 217.89737946, 'h': 221.427737338, 'l': 215.159640868, 'o': 221.427737338}"
2019-09-21,"{'c': 215.486560186, 'h': 220.890801072, 'l': 215.11031782, 'o': 218.23231075}"
2019-09-22,"{'c': 211.71320384, 'h': 215.683498905, 'l': 207.694476686, 'o': 215.683498905}"
2019-09-23,"{'c': 201.842085557, 'h': 211.543019973, 'l': 201.842085557, 'o': 211.543019973}"
2019-09-24,"{'c': 168.133570556, 'h': 203.441420912, 'l': 163.961014971, 'o': 201.710285051}"
2019-09-25,"{'c': 170.756919315, 'h': 174.719774385, 'l': 165.037043503, 'o': 168.08051556}"
2019-09-26,"{'c': 166.651699935, 'h': 171.465730323, 'l': 157.131897674, 'o': 170.677451793}"
2019-09-27,"{'c': 174.680832614, 'h': 175.319956413, 'l': 163.222129194, 'o': 166.784462768}"
2019-09-28,"{'c': 174.612745399, 'h': 175.59074139, 'l': 170.802723791, 'o': 175.007823755}"
2019-09-29,"{'c': 170.461352821, 'h': 175.067097157, 'l': 167.083803826, 'o': 174.883695598}"
2019-09-30,"{'c': 180.209117089, 'h': 180.209117089, 'l': 167.077555682, 'o': 170.671375963}"
2019-10-01,"{'c': 177.224053284, 'h': 185.045535125, 'l': 175.904537958, 'o': 180.665689481}"
2019-10-02,"{'c': 180.703709132, 'h': 180.726312351, 'l': 175.49647418, 'o': 177.154378977}"
2019-10-03,"{'c': 175.238429153, 'h': 180.524062949, 'l': 172.879083338, 'o': 180.524062949}"
2019-10-04,"{'c': 176.946323748, 'h': 178.483488451, 'l': 173.639213322, 'o': 175.214481543}"
2019-10-05,"{'c': 176.364384214, 'h': 177.532459074, 'l': 173.111878168, 'o': 176.554272306}"
2019-10-06,"{'c': 172.940341536, 'h': 177.224017132, 'l': 171.349057746, 'o': 176.547957106}"
2019-10-07,"{'c': 181.11335695, 'h': 182.265535282, 'l': 171.592316599, 'o': 172.848507487}"
2019-10-08,"{'c': 182.036297684, 'h': 184.250213158, 'l': 179.275847757, 'o': 181.329219649}"
2019-10-09,"{'c': 193.191075753, 'h': 194.213869044, 'l': 180.689994072, 'o': 182.097678557}"
2019-10-10,"{'c': 191.846811475, 'h': 193.844840019, 'l': 188.306469417, 'o': 193.387668697}"
2019-10-11,"{'c': 182.604288023, 'h': 195.093124051, 'l': 181.805133366, 'o': 191.801074478}"
2019-10-12,"{'c': 181.056447081, 'h': 186.236811571, 'l': 179.984837776, 'o': 182.53403369}"
2019-10-13,"{'c': 182.083495916, 'h': 185.075920005, 'l': 180.403744417, 'o': 180.861314449}"
2019-10-14,"{'c': 186.872588512, 'h': 187.175531347, 'l': 181.662271832, 'o': 182.028471088}"
2019-10-15,"{'c': 181.471916383, 'h': 187.73416601, 'l': 179.515403817, 'o': 186.977054117}"
2019-10-16,"{'c': 176.362785971, 'h': 181.467761604, 'l': 174.364723965, 'o': 181.343735143}"
2019-10-17,"{'c': 178.071425435, 'h': 178.830842148, 'l': 174.623372756, 'o': 175.906894241}"
2019-10-18,"{'c': 173.541724812, 'h': 178.055272385, 'l': 171.264208423, 'o': 177.988549774}"
2019-10-19,"{'c': 172.860830719, 'h': 175.552392358, 'l': 172.287488727, 'o': 173.649451982}"
2019-10-20,"{'c': 175.410043647, 'h': 176.692695616, 'l': 171.307033208, 'o': 172.974754539}"
2019-10-21,"{'c': 174.852357791, 'h': 177.725383778, 'l': 173.36642854, 'o': 175.524753686}"
2019-10-22,"{'c': 172.303522145, 'h': 175.627616466, 'l': 172.274345133, 'o': 174.905063725}"
2019-10-23,"{'c': 162.143422884, 'h': 172.387397952, 'l': 157.729706816, 'o': 172.262803118}"
2019-10-24,"{'c': 162.217619287, 'h': 163.922531405, 'l': 160.959699777, 'o': 162.514108625}"
2019-10-25,"{'c': 181.337652418, 'h': 182.843152134, 'l': 162.006548352, 'o': 162.189716575}"
2019-10-26,"{'c': 179.917880732, 'h': 195.496352419, 'l': 176.133801571, 'o': 181.667064713}"
2019-10-27,"{'c': 184.530714606, 'h': 188.077452043, 'l': 177.804753781, 'o': 179.932637268}"
2019-10-28,"{'c': 183.120816778, 'h': 187.676910582, 'l': 180.652974863, 'o': 184.397511597}"
2019-10-29,"{'c': 190.250187996, 'h': 191.846761455, 'l': 182.422024097, 'o': 182.670386019}"
2019-10-30,"{'c': 184.744717566, 'h': 191.072909493, 'l': 181.550917502, 'o': 190.336390704}"
2019-10-31,"{'c': 183.877280297, 'h': 186.249168219, 'l': 180.125404608, 'o': 184.797621023}"
2019-11-01,"{'c': 184.004118254, 'h': 185.059713079, 'l': 181.191264686, 'o': 183.803690756}"
2019-11-02,"{'c': 183.883702306, 'h': 185.527089149, 'l': 182.85455741, 'o': 184.018152481}"
2019-11-03,"{'c': 182.359857834, 'h': 185.023278682, 'l': 179.902481276, 'o': 183.994825124}"
2019-11-04,"{'c': 186.302107244, 'h': 188.012647246, 'l': 181.87630362, 'o': 182.319031206}"
2019-11-05,"{'c': 189.646986416, 'h': 191.154634815, 'l': 184.359168168, 'o': 186.309310325}"
2019-11-06,"{'c': 191.601674658, 'h': 193.322948123, 'l': 188.717271931, 'o': 189.11349691}"
2019-11-07,"{'c': 188.063813072, 'h': 191.781159165, 'l': 186.627403066, 'o': 191.504306508}"
2019-11-08,"{'c': 184.342278048, 'h': 188.737708188, 'l': 182.594144259, 'o': 187.924264977}"
2019-11-09,"{'c': 184.995862553, 'h': 185.838538565, 'l': 183.979914573, 'o': 184.311722495}"
2019-11-10,"{'c': 189.506018916, 'h': 190.806958629, 'l': 184.72329578, 'o': 184.943355818}"
2019-11-11,"{'c': 185.467192469, 'h': 190.279359372, 'l': 185.086316684, 'o': 189.502924735}"
2019-11-12,"{'c': 186.806669492, 'h': 187.881765656, 'l': 184.286670899, 'o': 185.564841787}"
2019-11-13,"{'c': 188.270737414, 'h': 189.299262087, 'l': 186.019946757, 'o': 186.942441671}"
2019-11-14,"{'c': 186.030890359, 'h': 188.618301689, 'l': 185.034568706, 'o': 188.27250908}"
2019-11-15,"{'c': 180.481435003, 'h': 186.114047906, 'l': 179.489516721, 'o': 186.058166051}"
2019-11-16,"{'c': 183.345429803, 'h': 184.128719358, 'l': 179.98567849, 'o': 180.49910079}"
2019-11-17,"{'c': 185.076448697, 'h': 188.050254975, 'l': 182.411272867, 'o': 183.350825286}"
2019-11-18,"{'c': 180.590707251, 'h': 186.856035324, 'l': 179.178346771, 'o': 185.041461746}"
2019-11-19,"{'c': 177.409965005, 'h': 182.448508377, 'l': 175.213076111, 'o': 180.502463972}"
2019-11-20,"{'c': 175.725765575, 'h': 178.951717543, 'l': 175.394037006, 'o': 177.557209475}"
2019-11-21,"{'c': 161.468648087, 'h': 176.209206597, 'l': 159.365129955, 'o': 175.648827354}"
2019-11-22,"{'c': 150.417251571, 'h': 163.003045067, 'l': 142.713970453, 'o': 161.50174154}"
2019-11-23,"{'c': 153.370203317, 'h': 153.862742185, 'l': 147.605961401, 'o': 150.246139377}"
2019-11-24,"{'c': 143.64622225, 'h': 153.965918032, 'l': 143.64622225, 'o': 153.430896139}"
2019-11-25,"{'c': 146.484395085, 'h': 150.20796929, 'l': 133.854212977, 'o': 142.911086573}"
2019-11-26,"{'c': 149.021107438, 'h': 149.685119889, 'l': 145.352537399, 'o': 146.257733413}"
2019-11-27,"{'c': 153.10251769, 'h': 154.715568634, 'l': 143.572870663, 'o': 148.353948351}"
2019-11-28,"{'c': 151.619062919, 'h': 156.61359186, 'l': 151.091123923, 'o': 152.983813367}"
2019-11-29,"{'c': 155.238607864, 'h': 156.848408706, 'l': 151.604515554, 'o': 151.673840366}"
2019-11-30,"{'c': 152.518148003, 'h': 156.637761912, 'l': 151.226845212, 'o': 155.30481145}"
2019-12-01,"{'c': 151.21880949, 'h': 152.476449002, 'l': 147.165106232, 'o': 152.476449002}"
2019-12-02,"{'c': 149.096359064, 'h': 152.09657483, 'l': 147.632833758, 'o': 151.224944903}"
2019-12-03,"{'c': 148.046942632, 'h': 150.310425447, 'l': 146.039612016, 'o': 149.056512881}"
2019-12-04,"{'c': 146.726540709, 'h': 150.5426411, 'l': 145.108750024, 'o': 147.918388348}"
2019-12-05,"{'c': 149.29013001, 'h': 152.624015678, 'l': 145.600929584, 'o': 146.576269645}"
2019-12-06,"{'c': 149.065628679, 'h': 149.670523552, 'l': 147.658951761, 'o': 149.400150552}"
2019-12-07,"{'c': 148.774303044, 'h': 149.757402002, 'l': 148.407480932, 'o': 149.27240141}"
2019-12-08,"{'c': 151.325352635, 'h': 152.338353826, 'l': 148.341677846, 'o': 148.715697139}"
2019-12-09,"{'c': 148.286043828, 'h': 151.899466837, 'l': 147.626724452, 'o': 151.273022019}"
2019-12-10,"{'c': 146.194778851, 'h': 148.487637369, 'l': 144.987985085, 'o': 148.165748876}"
2019-12-11,"{'c': 143.624785892, 'h': 147.097709133, 'l': 143.045365027, 'o': 146.30429302}"
2019-12-12,"{'c': 145.571027071, 'h': 145.681743295, 'l': 141.541617553, 'o': 143.638828799}"
2019-12-13,"{'c': 144.931356412, 'h': 145.85710645, 'l': 143.805102494, 'o': 145.675057785}"
2019-12-14,"{'c': 142.865000022, 'h': 145.529079348, 'l': 142.434559895, 'o': 144.929567707}"
2019-12-15,"{'c': 143.087686866, 'h': 143.87975947, 'l': 140.007671911, 'o': 142.829137302}"
2019-12-16,"{'c': 133.736848711, 'h': 143.162212974, 'l': 132.551334419, 'o': 143.125813939}"
2019-12-17,"{'c': 121.87711509, 'h': 133.800860097, 'l': 121.395078124, 'o': 133.698087788}"
2019-12-18,"{'c': 132.889674687, 'h': 133.244592379, 'l': 119.786811136, 'o': 121.866714412}"
2019-12-19,"{'c': 129.339643454, 'h': 134.033310929, 'l': 125.993617654, 'o': 133.089521726}"
2019-12-20,"{'c': 129.117422858, 'h': 129.724793818, 'l': 127.725032926, 'o': 129.430462088}"
2019-12-21,"{'c': 128.104759973, 'h': 129.132855021, 'l': 127.858987784, 'o': 129.081772598}"
