t,o
2016-12-29,"{'c': 8.38, 'h': 8.54, 'l': 7.659999999999998, 'o': 8.54}"
2016-12-30,"{'c': 8.498, 'h': 8.54, 'l': 8.1, 'o': 8.38}"
2016-12-31,"{'c': 8.28, 'h': 8.54, 'l': 8.08, 'o': 8.33}"
2017-01-01,"{'c': 8.24, 'h': 8.54, 'l': 8.17, 'o': 8.28}"
2017-01-02,"{'c': 8.55, 'h': 8.55, 'l': 8.15, 'o': 8.24}"
2017-01-03,"{'c': 9.786, 'h': 9.98, 'l': 8.3, 'o': 8.55}"
2017-01-04,"{'c': 11.21, 'h': 11.21, 'l': 9.73, 'o': 9.75}"
2017-01-05,"{'c': 10.34, 'h': 11.94, 'l': 9.49, 'o': 11.21}"
2017-01-06,"{'c': 10.2, 'h': 10.59, 'l': 9.53, 'o': 10.34}"
2017-01-07,"{'c': 10.05, 'h': 10.32, 'l': 9.432, 'o': 10.2}"
2017-01-08,"{'c': 10.42, 'h': 10.42, 'l': 9.71, 'o': 10.05}"
2017-01-09,"{'c': 10.38, 'h': 10.93, 'l': 10.12, 'o': 10.412}"
2017-01-10,"{'c': 10.67, 'h': 10.74, 'l': 10.32, 'o': 10.38}"
2017-01-11,"{'c': 9.97, 'h': 10.735999999999999, 'l': 9.5, 'o': 10.67}"
2017-01-12,"{'c': 9.74, 'h': 10.44, 'l': 9.4, 'o': 9.926}"
2017-01-13,"{'c': 10.23, 'h': 10.25, 'l': 9.56, 'o': 9.74}"
2017-01-14,"{'c': 9.85, 'h': 10.24, 'l': 9.69, 'o': 10.23}"
2017-01-15,"{'c': 9.81, 'h': 10.01, 'l': 9.79, 'o': 9.85}"
2017-01-16,"{'c': 9.6, 'h': 10.01, 'l': 9.6, 'o': 9.81}"
2017-01-17,"{'c': 10.18, 'h': 10.44, 'l': 9.61, 'o': 9.64}"
2017-01-18,"{'c': 10.36, 'h': 10.44, 'l': 10, 'o': 10.18}"
2017-01-19,"{'c': 10.45, 'h': 10.73, 'l': 10.19, 'o': 10.36}"
2017-01-20,"{'c': 10.72, 'h': 10.72, 'l': 10.45, 'o': 10.45}"
2017-01-21,"{'c': 10.86, 'h': 10.93, 'l': 10.64, 'o': 10.72}"
2017-01-22,"{'c': 10.76, 'h': 10.92, 'l': 10.64, 'o': 10.86}"
2017-01-23,"{'c': 10.77, 'h': 10.77, 'l': 10.71, 'o': 10.76}"
2017-01-24,"{'c': 10.582, 'h': 10.77, 'l': 10.57, 'o': 10.758}"
2017-01-25,"{'c': 10.64, 'h': 10.71, 'l': 10.48, 'o': 10.562000000000001}"
2017-01-26,"{'c': 10.71, 'h': 10.71, 'l': 10.51, 'o': 10.64}"
2017-01-27,"{'c': 10.68, 'h': 10.76, 'l': 10.51, 'o': 10.71}"
2017-01-28,"{'c': 10.58, 'h': 10.69, 'l': 10.58, 'o': 10.68}"
2017-01-29,"{'c': 10.544, 'h': 10.64, 'l': 10.51, 'o': 10.58}"
2017-01-30,"{'c': 10.73, 'h': 10.9, 'l': 10.51, 'o': 10.54}"
2017-01-31,"{'c': 10.76, 'h': 10.93, 'l': 10.61, 'o': 10.73}"
2017-02-01,"{'c': 10.73, 'h': 10.95, 'l': 10.57, 'o': 10.76}"
2017-02-02,"{'c': 10.8, 'h': 10.99, 'l': 10.58, 'o': 10.73}"
2017-02-03,"{'c': 10.98, 'h': 10.99, 'l': 10.5, 'o': 10.8}"
2017-02-04,"{'c': 11.38, 'h': 11.4, 'l': 10.98, 'o': 10.98}"
2017-02-05,"{'c': 11.23, 'h': 11.39, 'l': 11.04, 'o': 11.38}"
2017-02-06,"{'c': 11.32, 'h': 11.32, 'l': 11.22, 'o': 11.23}"
2017-02-07,"{'c': 11.51, 'h': 11.51, 'l': 11.304, 'o': 11.32}"
2017-02-08,"{'c': 11.47, 'h': 11.74, 'l': 11.25, 'o': 11.51}"
2017-02-09,"{'c': 11.02, 'h': 11.61, 'l': 10.56, 'o': 11.454}"
2017-02-10,"{'c': 11.31, 'h': 11.44, 'l': 10.87, 'o': 11.02}"
2017-02-11,"{'c': 11.39, 'h': 11.39, 'l': 11.28, 'o': 11.31}"
2017-02-12,"{'c': 11.41, 'h': 11.41, 'l': 11.36, 'o': 11.39}"
2017-02-13,"{'c': 11.3, 'h': 11.49, 'l': 11.27, 'o': 11.41}"
2017-02-14,"{'c': 13.18, 'h': 13.368, 'l': 11.3, 'o': 11.3}"
2017-02-15,"{'c': 13.06, 'h': 13.18, 'l': 12.74, 'o': 13.18}"
2017-02-16,"{'c': 12.960000000000004, 'h': 13.051999999999998, 'l': 12.657999999999998, 'o': 13.051999999999998}"
2017-02-17,"{'c': 12.74, 'h': 12.960000000000004, 'l': 12.735999999999999, 'o': 12.960000000000004}"
2017-02-18,"{'c': 12.8, 'h': 12.91, 'l': 12.74, 'o': 12.74}"
2017-02-19,"{'c': 12.78, 'h': 13.029999999999998, 'l': 12.78, 'o': 12.8}"
2017-02-20,"{'c': 12.64, 'h': 12.89, 'l': 12.64, 'o': 12.78}"
2017-02-21,"{'c': 12.84, 'h': 12.84, 'l': 12.25, 'o': 12.420000000000002}"
2017-02-22,"{'c': 12.69, 'h': 12.85, 'l': 12.69, 'o': 12.84}"
2017-02-23,"{'c': 13.23, 'h': 13.34, 'l': 12.53, 'o': 12.69}"
2017-02-24,"{'c': 13.222000000000001, 'h': 13.32, 'l': 12.68, 'o': 13.196000000000002}"
2017-02-25,"{'c': 13.720000000000002, 'h': 13.720000000000002, 'l': 13.13, 'o': 13.220000000000002}"
2017-02-26,"{'c': 14.95, 'h': 14.95, 'l': 13.460000000000004, 'o': 13.642}"
2017-02-27,"{'c': 15.5, 'h': 15.948, 'l': 14.41, 'o': 14.774000000000001}"
2017-02-28,"{'c': 16.05, 'h': 16.96, 'l': 15.31, 'o': 15.557999999999998}"
2017-03-01,"{'c': 17.758000000000006, 'h': 17.758000000000006, 'l': 15.81, 'o': 16.05}"
2017-03-02,"{'c': 19.208, 'h': 19.452000000000005, 'l': 17.028000000000002, 'o': 17.698}"
2017-03-03,"{'c': 19.610000000000007, 'h': 20.764, 'l': 18.23, 'o': 19.212}"
2017-03-04,"{'c': 18.702, 'h': 20.14, 'l': 18.66, 'o': 19.656}"
2017-03-05,"{'c': 19.2, 'h': 19.22, 'l': 18.2, 'o': 18.65}"
2017-03-06,"{'c': 19.97, 'h': 20.444000000000003, 'l': 18.97, 'o': 19.2}"
2017-03-07,"{'c': 18.95, 'h': 19.97, 'l': 18.71, 'o': 19.97}"
2017-03-08,"{'c': 16.58, 'h': 19.01, 'l': 16.5, 'o': 18.95}"
2017-03-09,"{'c': 18, 'h': 18.396, 'l': 15.721999999999998, 'o': 16.472}"
2017-03-10,"{'c': 19.1, 'h': 19.496, 'l': 17.254, 'o': 18}"
2017-03-11,"{'c': 21.512000000000004, 'h': 21.53, 'l': 18.66, 'o': 19.1}"
2017-03-12,"{'c': 23.6, 'h': 24, 'l': 21.448, 'o': 21.5}"
2017-03-13,"{'c': 28.846000000000004, 'h': 31.344, 'l': 23.6, 'o': 23.6}"
2017-03-14,"{'c': 28.99, 'h': 29.932, 'l': 27.535999999999998, 'o': 28.592}"
2017-03-15,"{'c': 34.996, 'h': 34.996, 'l': 28.690000000000005, 'o': 28.99}"
2017-03-16,"{'c': 45.488, 'h': 46.37600000000001, 'l': 35, 'o': 35}"
2017-03-17,"{'c': 44.468, 'h': 51.982000000000006, 'l': 34.19199999999999, 'o': 46.12000000000001}"
2017-03-18,"{'c': 33.326, 'h': 44.706, 'l': 31.314, 'o': 44.51}"
2017-03-19,"{'c': 42.31, 'h': 45.378, 'l': 34.214, 'o': 35.294000000000004}"
2017-03-20,"{'c': 41.91, 'h': 45.798, 'l': 40.84200000000001, 'o': 43.102}"
2017-03-21,"{'c': 42.5, 'h': 43.86, 'l': 42, 'o': 42}"
2017-03-22,"{'c': 41.424, 'h': 43.00400000000001, 'l': 38.44000000000001, 'o': 42.648}"
2017-03-23,"{'c': 43.14, 'h': 44, 'l': 40.51, 'o': 41.102}"
2017-03-24,"{'c': 52.83, 'h': 52.992, 'l': 42.514, 'o': 43.34}"
2017-03-25,"{'c': 50.32, 'h': 52.95, 'l': 47.44000000000001, 'o': 52.898}"
2017-03-26,"{'c': 50.39, 'h': 51.5, 'l': 48.86600000000001, 'o': 50.63}"
2017-03-27,"{'c': 48.794, 'h': 51.324, 'l': 48.25599999999999, 'o': 50.39}"
2017-03-28,"{'c': 50.26800000000001, 'h': 50.523999999999994, 'l': 48.54, 'o': 48.846}"
2017-03-29,"{'c': 53.252, 'h': 54.226000000000006, 'l': 50.15, 'o': 50.27800000000001}"
2017-03-30,"{'c': 51.93000000000001, 'h': 53.49400000000001, 'l': 51.764, 'o': 53.376000000000005}"
2017-03-31,"{'c': 49.07, 'h': 51.98, 'l': 47.29600000000001, 'o': 51.873999999999995}"
2017-04-01,"{'c': 50.92, 'h': 51.76000000000001, 'l': 48.754, 'o': 49.07}"
2017-04-02,"{'c': 48.598, 'h': 51.15, 'l': 47.711999999999996, 'o': 50.92}"
2017-04-03,"{'c': 43.994, 'h': 48.61, 'l': 43.00599999999999, 'o': 48.61}"
2017-04-04,"{'c': 44.726000000000006, 'h': 45.906000000000006, 'l': 41.54600000000001, 'o': 43.924}"
2017-04-05,"{'c': 45.478, 'h': 47.126000000000005, 'l': 44.45, 'o': 44.56}"
2017-04-06,"{'c': 43.51199999999999, 'h': 45.95, 'l': 41.576, 'o': 45.38}"
2017-04-07,"{'c': 42.42, 'h': 44.48, 'l': 41.94, 'o': 43.483999999999995}"
2017-04-08,"{'c': 44.85, 'h': 45.542, 'l': 42.42, 'o': 42.42}"
2017-04-09,"{'c': 43.87, 'h': 44.84400000000001, 'l': 43.23, 'o': 44.84400000000001}"
2017-04-10,"{'c': 43.92, 'h': 44.672, 'l': 42.80800000000001, 'o': 43.87}"
2017-04-11,"{'c': 43.876000000000005, 'h': 44.64, 'l': 43.73, 'o': 43.92}"
2017-04-12,"{'c': 46.54, 'h': 47.45399999999999, 'l': 43.34, 'o': 43.888000000000005}"
2017-04-13,"{'c': 50.242, 'h': 50.9, 'l': 46.49800000000001, 'o': 46.54}"
2017-04-14,"{'c': 47.5, 'h': 50.236000000000004, 'l': 46.652, 'o': 50.236000000000004}"
2017-04-15,"{'c': 48.602, 'h': 48.91, 'l': 47.013999999999996, 'o': 47.5}"
2017-04-16,"{'c': 48.29, 'h': 49.018, 'l': 47.72, 'o': 48.562}"
2017-04-17,"{'c': 48.224, 'h': 48.526, 'l': 47.773999999999994, 'o': 48.29}"
2017-04-18,"{'c': 49.98, 'h': 50.342, 'l': 48.02, 'o': 48.23}"
2017-04-19,"{'c': 47.956, 'h': 50.37, 'l': 47.956, 'o': 49.966}"
2017-04-20,"{'c': 49.61, 'h': 49.76, 'l': 47.768, 'o': 47.86600000000001}"
2017-04-21,"{'c': 48.47, 'h': 49.62, 'l': 48.28, 'o': 49.61}"
2017-04-22,"{'c': 48.654, 'h': 49.16, 'l': 48.25, 'o': 48.46400000000001}"
2017-04-23,"{'c': 48.79, 'h': 49.22, 'l': 48.35, 'o': 48.63}"
2017-04-24,"{'c': 50.501999999999995, 'h': 50.958, 'l': 48.79, 'o': 48.79}"
2017-04-25,"{'c': 50.413999999999994, 'h': 50.81, 'l': 49.97, 'o': 50.5}"
2017-04-26,"{'c': 53.55, 'h': 54.51000000000001, 'l': 50.42, 'o': 50.42}"
2017-04-27,"{'c': 63.386, 'h': 63.788000000000004, 'l': 53.15999999999999, 'o': 53.53}"
2017-04-28,"{'c': 72.77199999999999, 'h': 73.828, 'l': 62.961999999999996, 'o': 63.396}"
2017-04-29,"{'c': 70.28799999999998, 'h': 73.77600000000002, 'l': 67.434, 'o': 73.23200000000001}"
2017-04-30,"{'c': 79.69399999999997, 'h': 79.75, 'l': 69.67999999999999, 'o': 70.21600000000001}"
2017-05-01,"{'c': 77.33, 'h': 84.76599999999998, 'l': 72.934, 'o': 79.446}"
2017-05-02,"{'c': 77.7, 'h': 80.54, 'l': 74.90799999999999, 'o': 77.34}"
2017-05-03,"{'c': 80, 'h': 80.86399999999999, 'l': 75.634, 'o': 77.62}"
2017-05-04,"{'c': 94.752, 'h': 95.734, 'l': 79.78, 'o': 80}"
2017-05-05,"{'c': 91.552, 'h': 97.962, 'l': 88.16, 'o': 94.97200000000001}"
2017-05-06,"{'c': 95.91599999999998, 'h': 96.02, 'l': 90.82, 'o': 92.118}"
2017-05-07,"{'c': 92.532, 'h': 98.434, 'l': 89.27600000000001, 'o': 95.584}"
2017-05-08,"{'c': 89.46799999999999, 'h': 94.032, 'l': 86.292, 'o': 92.47399999999999}"
2017-05-09,"{'c': 87.436, 'h': 91.288, 'l': 75.406, 'o': 89.83399999999997}"
2017-05-10,"{'c': 89.13399999999999, 'h': 91.86, 'l': 86.78, 'o': 87.21600000000002}"
2017-05-11,"{'c': 88.204, 'h': 90.432, 'l': 87.012, 'o': 89.15}"
2017-05-12,"{'c': 85.33599999999998, 'h': 89.99799999999999, 'l': 84.43599999999998, 'o': 88.11399999999999}"
2017-05-13,"{'c': 87.816, 'h': 88.29, 'l': 81.61, 'o': 85.316}"
2017-05-14,"{'c': 88.874, 'h': 88.89, 'l': 87.542, 'o': 87.8}"
2017-05-15,"{'c': 90.23200000000001, 'h': 94.218, 'l': 88.84, 'o': 88.89}"
2017-05-16,"{'c': 87.904, 'h': 91.968, 'l': 87.05600000000003, 'o': 90.24}"
2017-05-17,"{'c': 86.91, 'h': 89, 'l': 82.96000000000002, 'o': 87.85799999999999}"
2017-05-18,"{'c': 96.466, 'h': 96.54, 'l': 86.88199999999998, 'o': 87}"
2017-05-19,"{'c': 124.818, 'h': 128.874, 'l': 96.4, 'o': 96.52600000000001}"
2017-05-20,"{'c': 123.234, 'h': 128.38799999999998, 'l': 121.254, 'o': 124.042}"
2017-05-21,"{'c': 146.882, 'h': 148.19799999999998, 'l': 123.152, 'o': 123.76399999999998}"
2017-05-22,"{'c': 166.68200000000004, 'h': 174.44199999999995, 'l': 139.906, 'o': 147.06400000000005}"
2017-05-23,"{'c': 170.06, 'h': 171.998, 'l': 158.564, 'o': 166.68}"
2017-05-24,"{'c': 192.74400000000003, 'h': 199.4, 'l': 169.608, 'o': 170}"
2017-05-25,"{'c': 180.37400000000002, 'h': 213.716, 'l': 166.218, 'o': 194.02200000000002}"
2017-05-26,"{'c': 165.49400000000003, 'h': 194.984, 'l': 146.88600000000002, 'o': 182.17400000000004}"
2017-05-27,"{'c': 158.60399999999996, 'h': 171.808, 'l': 121.60600000000001, 'o': 164.324}"
2017-05-28,"{'c': 174, 'h': 181.988, 'l': 159.87, 'o': 159.87}"
2017-05-29,"{'c': 194.696, 'h': 196.898, 'l': 167.09, 'o': 173.94799999999998}"
2017-05-30,"{'c': 229.412, 'h': 230.33599999999998, 'l': 186.758, 'o': 194.398}"
2017-05-31,"{'c': 228.90200000000002, 'h': 233.322, 'l': 216.236, 'o': 229.22400000000002}"
2017-06-01,"{'c': 220.01, 'h': 233.92200000000003, 'l': 208.748, 'o': 228.998}"
2017-06-02,"{'c': 222.68400000000003, 'h': 224.984, 'l': 215.384, 'o': 220.304}"
2017-06-03,"{'c': 224.498, 'h': 226.918, 'l': 219.24, 'o': 222.14}"
2017-06-04,"{'c': 245.56200000000004, 'h': 248.76800000000003, 'l': 224.5, 'o': 224.5}"
2017-06-05,"{'c': 248.398, 'h': 248.74599999999998, 'l': 242.15400000000002, 'o': 246.032}"
2017-06-06,"{'c': 266.94000000000005, 'h': 268.43, 'l': 246.648, 'o': 248.39}"
2017-06-07,"{'c': 255.954, 'h': 266.886, 'l': 247.824, 'o': 266.886}"
2017-06-08,"{'c': 260.806, 'h': 261.55, 'l': 251.102, 'o': 256.022}"
2017-06-09,"{'c': 280.23400000000004, 'h': 280.23400000000004, 'l': 260.374, 'o': 261.178}"
2017-06-10,"{'c': 331.38199999999995, 'h': 341.74199999999996, 'l': 280.10400000000004, 'o': 280.36800000000005}"
2017-06-11,"{'c': 338.42800000000005, 'h': 346.71400000000006, 'l': 312.578, 'o': 331.798}"
2017-06-12,"{'c': 393.43200000000013, 'h': 409.74799999999993, 'l': 322.29, 'o': 338.2920000000001}"
2017-06-13,"{'c': 388.594, 'h': 395.56, 'l': 360.084, 'o': 389.92800000000005}"
2017-06-14,"{'c': 341.626, 'h': 392.728, 'l': 315.926, 'o': 389.15400000000005}"
2017-06-15,"{'c': 341.782, 'h': 344.85400000000004, 'l': 256.578, 'o': 340.0800000000001}"
2017-06-16,"{'c': 349.6, 'h': 356.48, 'l': 315.014, 'o': 340.648}"
2017-06-17,"{'c': 368.592, 'h': 368.592, 'l': 342.2340000000001, 'o': 349.99800000000005}"
2017-06-18,"{'c': 351.69800000000004, 'h': 378.162, 'l': 340.7220000000001, 'o': 368.61}"
2017-06-19,"{'c': 358.7800000000001, 'h': 360.98400000000004, 'l': 348.08200000000005, 'o': 350.88599999999997}"
2017-06-20,"{'c': 349.7700000000001, 'h': 364.986, 'l': 333.014, 'o': 358.82199999999995}"
2017-06-21,"{'c': 323.12, 'h': 351.994, 'l': 288.54400000000004, 'o': 350}"
2017-06-22,"{'c': 319.6860000000001, 'h': 331.284, 'l': 308.556, 'o': 324.94199999999995}"
2017-06-23,"{'c': 326.728, 'h': 330.53, 'l': 319.626, 'o': 319.626}"
2017-06-24,"{'c': 304.624, 'h': 330.86, 'l': 300.24, 'o': 326.79}"
2017-06-25,"{'c': 278.184, 'h': 309.968, 'l': 252.378, 'o': 304.862}"
2017-06-26,"{'c': 255.046, 'h': 293.66, 'l': 213.878, 'o': 278.296}"
2017-06-27,"{'c': 286.57000000000005, 'h': 286.57000000000005, 'l': 213.032, 'o': 252.84799999999998}"
2017-06-28,"{'c': 315.696, 'h': 324.842, 'l': 261.344, 'o': 285.578}"
2017-06-29,"{'c': 293.8, 'h': 322.4140000000001, 'l': 288.766, 'o': 316.612}"
2017-06-30,"{'c': 282.1260000000001, 'h': 304.922, 'l': 270.89, 'o': 293.8}"
2017-07-01,"{'c': 261.862, 'h': 282.0680000000001, 'l': 253.766, 'o': 280.122}"
2017-07-02,"{'c': 284.2, 'h': 292.59, 'l': 255.728, 'o': 261.992}"
2017-07-03,"{'c': 277.01800000000003, 'h': 284.05000000000007, 'l': 273.48400000000004, 'o': 284.05000000000007}"
2017-07-04,"{'c': 270.01, 'h': 281.85, 'l': 266.222, 'o': 276.95}"
2017-07-05,"{'c': 266.77599999999995, 'h': 273.526, 'l': 253.804, 'o': 269.95}"
2017-07-06,"{'c': 266.17, 'h': 273.88599999999997, 'l': 261.338, 'o': 266.75}"
2017-07-07,"{'c': 240.37000000000003, 'h': 266.552, 'l': 235.678, 'o': 265.95}"
2017-07-08,"{'c': 245.144, 'h': 247.93, 'l': 230.44, 'o': 240.148}"
2017-07-09,"{'c': 237.334, 'h': 251.866, 'l': 237.07200000000003, 'o': 245.48}"
2017-07-10,"{'c': 207.002, 'h': 239.59799999999998, 'l': 190.956, 'o': 239.59799999999998}"
2017-07-11,"{'c': 191.30599999999998, 'h': 215.092, 'l': 175.952, 'o': 203.944}"
2017-07-12,"{'c': 224.324, 'h': 225, 'l': 182.146, 'o': 191.40400000000002}"
2017-07-13,"{'c': 205.72400000000002, 'h': 226.392, 'l': 193.66, 'o': 224.36}"
2017-07-14,"{'c': 197.876, 'h': 206.69799999999998, 'l': 182.252, 'o': 206.078}"
2017-07-15,"{'c': 168.78799999999998, 'h': 198.264, 'l': 168.78799999999998, 'o': 197.50400000000002}"
2017-07-16,"{'c': 154.246, 'h': 171.41399999999996, 'l': 134.58200000000002, 'o': 168.06}"
2017-07-17,"{'c': 190.574, 'h': 190.574, 'l': 153.59599999999998, 'o': 156.56}"
2017-07-18,"{'c': 226.992, 'h': 260.248, 'l': 178.43400000000003, 'o': 191.834}"
2017-07-19,"{'c': 193.944, 'h': 244.2, 'l': 190.00400000000002, 'o': 227.15400000000002}"
2017-07-20,"{'c': 229.086, 'h': 235.24599999999998, 'l': 196.95, 'o': 198.614}"
2017-07-21,"{'c': 217.34799999999998, 'h': 237.466, 'l': 210.01, 'o': 226.49400000000003}"
2017-07-22,"{'c': 232.022, 'h': 236.99, 'l': 216.226, 'o': 216.388}"
2017-07-23,"{'c': 229.436, 'h': 235.104, 'l': 220.25, 'o': 232.11600000000004}"
2017-07-24,"{'c': 225.91, 'h': 230.608, 'l': 224.108, 'o': 228.04799999999997}"
2017-07-25,"{'c': 203.678, 'h': 226.18400000000003, 'l': 193.182, 'o': 226.07}"
2017-07-26,"{'c': 202.52599999999998, 'h': 208.438, 'l': 192.956, 'o': 203.926}"
2017-07-27,"{'c': 202.856, 'h': 205.96200000000002, 'l': 198.646, 'o': 203.122}"
2017-07-28,"{'c': 191.278, 'h': 203.73200000000003, 'l': 190.032, 'o': 202.638}"
2017-07-29,"{'c': 205.582, 'h': 207.82, 'l': 177.78799999999998, 'o': 191.476}"
2017-07-30,"{'c': 195.65599999999998, 'h': 208.912, 'l': 194.112, 'o': 206.666}"
2017-07-31,"{'c': 201.33, 'h': 202.294, 'l': 190.238, 'o': 195.04}"
2017-08-01,"{'c': 225.752, 'h': 230.396, 'l': 201.84, 'o': 201.84}"
2017-08-02,"{'c': 217.696, 'h': 228.766, 'l': 215.708, 'o': 225.888}"
2017-08-03,"{'c': 224.03799999999998, 'h': 228.12, 'l': 218.00599999999997, 'o': 218.208}"
2017-08-04,"{'c': 219.09400000000002, 'h': 227.24, 'l': 219.012, 'o': 224.132}"
2017-08-05,"{'c': 253.46, 'h': 258.54, 'l': 218.396, 'o': 219.398}"
2017-08-06,"{'c': 264.314, 'h': 270.506, 'l': 250.61, 'o': 253.71000000000004}"
2017-08-07,"{'c': 269.48, 'h': 273.458, 'l': 257.052, 'o': 263.432}"
2017-08-08,"{'c': 296.17400000000004, 'h': 299.61, 'l': 266.524, 'o': 269.598}"
2017-08-09,"{'c': 295.238, 'h': 314.832, 'l': 278.824, 'o': 297.362}"
2017-08-10,"{'c': 298.73400000000004, 'h': 309.814, 'l': 289.80400000000003, 'o': 296.15}"
2017-08-11,"{'c': 308.83799999999997, 'h': 309.39, 'l': 295.6, 'o': 297.29400000000004}"
2017-08-12,"{'c': 307.754, 'h': 319.1280000000001, 'l': 304.748, 'o': 308.70599999999996}"
2017-08-13,"{'c': 295.44599999999997, 'h': 308.0800000000001, 'l': 287.574, 'o': 307.656}"
2017-08-14,"{'c': 298.474, 'h': 304.90600000000006, 'l': 293.84, 'o': 295.718}"
2017-08-15,"{'c': 286.27200000000005, 'h': 298.766, 'l': 272.25, 'o': 298.64}"
2017-08-16,"{'c': 300.91, 'h': 301.842, 'l': 280.572, 'o': 286.72}"
2017-08-17,"{'c': 300.95799999999997, 'h': 309.616, 'l': 298.188, 'o': 300.91}"
2017-08-18,"{'c': 292.32, 'h': 306, 'l': 286.836, 'o': 300.95}"
2017-08-19,"{'c': 293.0900000000001, 'h': 298.09, 'l': 285.216, 'o': 292.438}"
2017-08-20,"{'c': 297.186, 'h': 297.87, 'l': 288.34399999999994, 'o': 292.356}"
2017-08-21,"{'c': 320.056, 'h': 341.972, 'l': 293.668, 'o': 296.79599999999994}"
2017-08-22,"{'c': 314.272, 'h': 327.45599999999996, 'l': 294.35400000000004, 'o': 320.258}"
2017-08-23,"{'c': 317.738, 'h': 325.03599999999994, 'l': 313.784, 'o': 314.1380000000001}"
2017-08-24,"{'c': 324.65, 'h': 328.37199999999996, 'l': 315.9720000000001, 'o': 317.736}"
2017-08-25,"{'c': 331.33, 'h': 337.14599999999996, 'l': 324.14599999999996, 'o': 325}"
2017-08-26,"{'c': 331.33, 'h': 331.33, 'l': 331.33, 'o': 331.33}"
2017-08-27,"{'c': 347.066, 'h': 347.066, 'l': 331.33, 'o': 331.33}"
2017-08-28,"{'c': 348.026, 'h': 349.898, 'l': 337.5, 'o': 348.51800000000003}"
2017-08-29,"{'c': 372.56199999999995, 'h': 374.046, 'l': 347.44, 'o': 348.122}"
2017-08-30,"{'c': 384.01199999999994, 'h': 390.05, 'l': 368.144, 'o': 370.672}"
2017-08-31,"{'c': 388.35, 'h': 389.19599999999997, 'l': 380.82, 'o': 383.7240000000001}"
2017-09-01,"{'c': 392.138, 'h': 395.33, 'l': 387.974, 'o': 388.452}"
2017-09-02,"{'c': 353.48800000000006, 'h': 392.80199999999996, 'l': 333.42400000000004, 'o': 392.17599999999993}"
2017-09-03,"{'c': 352.09400000000005, 'h': 371.19400000000013, 'l': 339.98, 'o': 355.408}"
2017-09-04,"{'c': 300.408, 'h': 351.89599999999996, 'l': 280.36400000000003, 'o': 351.89599999999996}"
2017-09-05,"{'c': 317.3, 'h': 324.178, 'l': 268.698, 'o': 302.844}"
2017-09-06,"{'c': 339.124, 'h': 340.91600000000005, 'l': 317.244, 'o': 317.6280000000001}"
2017-09-07,"{'c': 335.0300000000001, 'h': 338.3880000000001, 'l': 323.2759999999999, 'o': 338.164}"
2017-09-08,"{'c': 307.548, 'h': 335.032, 'l': 292.66, 'o': 335.032}"
2017-09-09,"{'c': 303.008, 'h': 309.29400000000004, 'l': 294.062, 'o': 305.79000000000013}"
2017-09-10,"{'c': 299.87, 'h': 305.328, 'l': 284, 'o': 302.39}"
2017-09-11,"{'c': 298.29400000000004, 'h': 308.192, 'l': 287.874, 'o': 299.7340000000001}"
2017-09-12,"{'c': 294.332, 'h': 316.09599999999995, 'l': 287.786, 'o': 298.45}"
2017-09-13,"{'c': 275.996, 'h': 294.242, 'l': 257.75, 'o': 294.242}"
2017-09-14,"{'c': 223.224, 'h': 280.024, 'l': 222.908, 'o': 275.42}"
2017-09-15,"{'c': 258.48, 'h': 267.47200000000004, 'l': 202.048, 'o': 224.34}"
2017-09-16,"{'c': 255.20600000000005, 'h': 269.188, 'l': 247.864, 'o': 258.48}"
2017-09-17,"{'c': 260.016, 'h': 267.57, 'l': 241.268, 'o': 254.29799999999997}"
2017-09-18,"{'c': 297.574, 'h': 300.306, 'l': 260.414, 'o': 260.414}"
2017-09-19,"{'c': 283.466, 'h': 300.05400000000003, 'l': 276.38800000000003, 'o': 297.968}"
2017-09-20,"{'c': 283.12, 'h': 292.77200000000005, 'l': 278.01, 'o': 282.85600000000005}"
2017-09-21,"{'c': 258.594, 'h': 286.482, 'l': 253.03, 'o': 283.856}"
2017-09-22,"{'c': 263.38, 'h': 270.758, 'l': 255.02599999999998, 'o': 257.238}"
2017-09-23,"{'c': 285.74799999999993, 'h': 286.244, 'l': 259.68, 'o': 263.38}"
2017-09-24,"{'c': 282.878, 'h': 294, 'l': 275.348, 'o': 286.152}"
2017-09-25,"{'c': 293.838, 'h': 296.5780000000001, 'l': 282.51, 'o': 282.99}"
2017-09-26,"{'c': 288.67999999999995, 'h': 295.512, 'l': 287.35, 'o': 293.758}"
2017-09-27,"{'c': 309.878, 'h': 311.5080000000001, 'l': 287.74, 'o': 287.74}"
2017-09-28,"{'c': 302.41600000000005, 'h': 310.034, 'l': 298.186, 'o': 309.986}"
2017-09-29,"{'c': 293.24, 'h': 304.022, 'l': 280.046, 'o': 302.41600000000005}"
2017-09-30,"{'c': 301.284, 'h': 304.25799999999987, 'l': 293.24, 'o': 293.24}"
2017-10-01,"{'c': 302.608, 'h': 302.998, 'l': 295.2820000000001, 'o': 301.2759999999999}"
2017-10-02,"{'c': 296.22, 'h': 302.85200000000003, 'l': 293.57, 'o': 302.85200000000003}"
2017-10-03,"{'c': 291.502, 'h': 299.11, 'l': 286.8880000000001, 'o': 296.226}"
2017-10-04,"{'c': 291.476, 'h': 296.02, 'l': 289.024, 'o': 292.05400000000003}"
2017-10-05,"{'c': 294.28, 'h': 296.99, 'l': 287.17400000000004, 'o': 291.53}"
