t,o
2017-04-27,"{'c': 1346.6851056143641, 'h': 1356.191033226134, 'l': 1291.9198558292137, 'o': 1296.1694456761911}"
2017-04-28,"{'c': 1350.4576499293476, 'h': 1372.3493630491946, 'l': 1300.8776367271598, 'o': 1348.6047004084267}"
2017-04-29,"{'c': 1354.4069470017698, 'h': 1366.820130832893, 'l': 1327.2921192671479, 'o': 1350.6278406535412}"
2017-04-30,"{'c': 1383.0539029623956, 'h': 1387.6839701971003, 'l': 1324.6791118734889, 'o': 1358.331032697307}"
2017-05-01,"{'c': 1425.2481458294692, 'h': 1461.2291183875918, 'l': 1361.6617427583672, 'o': 1378.4161623318278}"
2017-05-02,"{'c': 1465.5810426561522, 'h': 1486.717081161271, 'l': 1403.9162005762141, 'o': 1422.2165078497117}"
2017-05-03,"{'c': 1526.4207056110508, 'h': 1526.4207056110508, 'l': 1447.0502524009062, 'o': 1460.8623558507238}"
2017-05-04,"{'c': 1554.006848920395, 'h': 1649.2311242446478, 'l': 1471.373993968837, 'o': 1516.4884478409053}"
2017-05-05,"{'c': 1526.2278035910022, 'h': 1618.1472687537275, 'l': 1518.2582041145406, 'o': 1555.3538314552945}"
2017-05-06,"{'c': 1584.9514134546134, 'h': 1587.2701171865506, 'l': 1522.4185878110375, 'o': 1542.4728324956584}"
2017-05-07,"{'c': 1597.2058531775517, 'h': 1608.9070040807883, 'l': 1538.5209096631158, 'o': 1583.2597223303067}"
2017-05-08,"{'c': 1701.8770462876066, 'h': 1701.8770462876066, 'l': 1579.10566976566, 'o': 1592.1295882773832}"
2017-05-09,"{'c': 1719.596103326025, 'h': 1777.4103235376, 'l': 1659.7583153932392, 'o': 1703.9207874546573}"
2017-05-10,"{'c': 1791.2692326528577, 'h': 1796.9842207726106, 'l': 1686.9845492838638, 'o': 1717.39958682006}"
2017-05-11,"{'c': 1834.8367578988764, 'h': 1883.9623374258306, 'l': 1755.3104616100907, 'o': 1793.6761928126725}"
2017-05-12,"{'c': 1694.4671103687208, 'h': 1836.6272877653014, 'l': 1663.741203260312, 'o': 1835.2065775733045}"
2017-05-13,"{'c': 1787.7256658652173, 'h': 1787.7256658652173, 'l': 1613.3099762833867, 'o': 1688.7122804963315}"
2017-05-14,"{'c': 1796.7730922386913, 'h': 1822.070450658413, 'l': 1766.5101257136744, 'o': 1785.5009578492852}"
2017-05-15,"{'c': 1724.769487350055, 'h': 1801.92542464388, 'l': 1700.5894266623623, 'o': 1796.8916948750498}"
2017-05-16,"{'c': 1738.6013027843976, 'h': 1768.2527666955145, 'l': 1659.3218698443366, 'o': 1721.3180526990534}"
2017-05-17,"{'c': 1803.9774846922924, 'h': 1836.0756883186011, 'l': 1691.866823153061, 'o': 1754.5928456102702}"
2017-05-18,"{'c': 1891.2189190792064, 'h': 1893.3474894673586, 'l': 1779.1447259550496, 'o': 1807.1349839449497}"
2017-05-19,"{'c': 1966.1600061196114, 'h': 1975.1257596487249, 'l': 1887.6228954935887, 'o': 1888.4038022105483}"
2017-05-20,"{'c': 2052.975727529383, 'h': 2052.975727529383, 'l': 1943.363956774297, 'o': 1970.9701714537412}"
2017-05-21,"{'c': 2052.5502115695963, 'h': 2091.954659886319, 'l': 1994.4681207533085, 'o': 2039.1579501308934}"
2017-05-22,"{'c': 2114.3483953568734, 'h': 2269.7438686808346, 'l': 2010.2741957128687, 'o': 2049.794254672951}"
2017-05-23,"{'c': 2268.056017841441, 'h': 2270.61738300623, 'l': 2105.796416300229, 'o': 2106.9739635541155}"
2017-05-24,"{'c': 2431.179175212533, 'h': 2475.6730304919556, 'l': 2273.8409534919383, 'o': 2273.8409534919383}"
2017-05-25,"{'c': 2331.3462280804974, 'h': 2776.8098897369737, 'l': 2275.992160374745, 'o': 2429.178641295211}"
2017-05-26,"{'c': 2272.1649053409087, 'h': 2635.855887097431, 'l': 2068.3364772678856, 'o': 2342.9461501806645}"
2017-05-27,"{'c': 2078.632375146129, 'h': 2343.9210308317456, 'l': 1894.6917061236109, 'o': 2269.229271129868}"
2017-05-28,"{'c': 2225.4645712728297, 'h': 2325.023183311546, 'l': 2086.346021292058, 'o': 2086.346021292058}"
2017-05-29,"{'c': 2286.2068610012675, 'h': 2351.3030199721043, 'l': 2141.3642203934987, 'o': 2228.1875372022855}"
2017-05-30,"{'c': 2185.1005053471913, 'h': 2329.9727211338613, 'l': 2127.10919184414, 'o': 2281.7415064513316}"
2017-05-31,"{'c': 2298.2209745872156, 'h': 2335.8239155638744, 'l': 2175.6157891224093, 'o': 2195.264578209779}"
2017-06-01,"{'c': 2417.941273911206, 'h': 2465.9396065585784, 'l': 2304.018091062967, 'o': 2304.018091062967}"
2017-06-02,"{'c': 2479.5616565385294, 'h': 2483.5560184152396, 'l': 2387.823380674922, 'o': 2415.5890960602783}"
2017-06-03,"{'c': 2543.8723274892395, 'h': 2594.0533869667966, 'l': 2450.958398803231, 'o': 2482.0727144023276}"
2017-06-04,"{'c': 2521.845867583053, 'h': 2562.0054087835265, 'l': 2474.891190823877, 'o': 2545.7588822542857}"
2017-06-05,"{'c': 2695.0334189788464, 'h': 2695.0334189788464, 'l': 2524.0072464112272, 'o': 2525.755417327364}"
2017-06-06,"{'c': 2873.7969374932436, 'h': 2932.5821426820485, 'l': 2696.10285040881, 'o': 2696.10285040881}"
2017-06-07,"{'c': 2701.4140898844944, 'h': 2884.869287399578, 'l': 2628.1707942460916, 'o': 2880.1403679006303}"
2017-06-08,"{'c': 2803.297016793037, 'h': 2805.2231796109395, 'l': 2632.9114233543887, 'o': 2686.766241982738}"
2017-06-09,"{'c': 2810.2941602110886, 'h': 2859.339989973545, 'l': 2794.3939609877516, 'o': 2801.734313704615}"
2017-06-10,"{'c': 2919.9279707867463, 'h': 2926.294983495495, 'l': 2805.2066911080933, 'o': 2815.7116366862456}"
2017-06-11,"{'c': 2991.4426584000157, 'h': 2995.0725473816447, 'l': 2879.808505444412, 'o': 2919.691768329122}"
2017-06-12,"{'c': 2656.1781794939084, 'h': 2997.432838861595, 'l': 2501.9286419386744, 'o': 2980.5009442435335}"
2017-06-13,"{'c': 2707.2075876857843, 'h': 2786.943765291323, 'l': 2655.5616860599926, 'o': 2661.8286908747855}"
2017-06-14,"{'c': 2443.774072635811, 'h': 2815.017385299792, 'l': 2344.577822861521, 'o': 2705.8009052169546}"
2017-06-15,"{'c': 2415.092620939786, 'h': 2511.6656672815893, 'l': 2096.5668127811555, 'o': 2433.6342346521847}"
2017-06-16,"{'c': 2485.221578415977, 'h': 2517.6515792807236, 'l': 2306.455998451262, 'o': 2404.8434294922754}"
2017-06-17,"{'c': 2644.3694299811514, 'h': 2677.3138589057735, 'l': 2426.809929595001, 'o': 2467.84907970138}"
2017-06-18,"{'c': 2512.428822086344, 'h': 2665.4063458232936, 'l': 2461.820768826104, 'o': 2635.087004799845}"
2017-06-19,"{'c': 2595.047554549299, 'h': 2595.047554549299, 'l': 2487.6652501417584, 'o': 2519.222573850259}"
2017-06-20,"{'c': 2734.934233111323, 'h': 2770.1604697745192, 'l': 2588.628046381963, 'o': 2599.0651429242703}"
2017-06-21,"{'c': 2653.536153083557, 'h': 2781.958974947119, 'l': 2599.3171010136775, 'o': 2724.5122943172723}"
2017-06-22,"{'c': 2693.67774038443, 'h': 2727.8839588188785, 'l': 2599.1244013450582, 'o': 2652.2045915635854}"
2017-06-23,"{'c': 2687.6564249824446, 'h': 2737.4647888197023, 'l': 2673.7445242085423, 'o': 2697.9437834555442}"
2017-06-24,"{'c': 2568.5925241151367, 'h': 2720.3082355187257, 'l': 2516.9522125477124, 'o': 2687.5502332211886}"
2017-06-25,"{'c': 2501.1788695912824, 'h': 2628.7384652864284, 'l': 2441.624601722326, 'o': 2560.5089750775433}"
2017-06-26,"{'c': 2419.8281336489827, 'h': 2555.364194716892, 'l': 2294.765109182674, 'o': 2504.5995432063783}"
2017-06-27,"{'c': 2565.9955752033557, 'h': 2565.9955752033557, 'l': 2286.4906281757085, 'o': 2413.2071558766484}"
2017-06-28,"{'c': 2554.2217718277343, 'h': 2598.0126806685403, 'l': 2472.440075601088, 'o': 2558.812836144438}"
2017-06-29,"{'c': 2537.407710301787, 'h': 2592.1442282660805, 'l': 2514.390301746726, 'o': 2550.445855986663}"
2017-06-30,"{'c': 2460.92328207561, 'h': 2555.043667649422, 'l': 2450.456065869238, 'o': 2544.117467598046}"
2017-07-01,"{'c': 2420.539465015463, 'h': 2511.6312663209646, 'l': 2402.9439310610705, 'o': 2464.1359568152957}"
2017-07-02,"{'c': 2508.7110635949434, 'h': 2529.309955115152, 'l': 2383.61007904613, 'o': 2424.3081233298485}"
2017-07-03,"{'c': 2543.52055702578, 'h': 2587.6756330649714, 'l': 2479.038707198983, 'o': 2510.4707952702925}"
2017-07-04,"{'c': 2603.975513520515, 'h': 2634.1449377542717, 'l': 2544.373335030082, 'o': 2546.3949178961957}"
2017-07-05,"{'c': 2611.9076336687876, 'h': 2626.431534049746, 'l': 2542.7219089528453, 'o': 2600.9895928648034}"
2017-07-06,"{'c': 2601.1915674691945, 'h': 2619.4847579501507, 'l': 2565.103670716141, 'o': 2611.276867575614}"
2017-07-07,"{'c': 2500.606800254712, 'h': 2605.8527126899917, 'l': 2476.2279534508743, 'o': 2603.3637026943716}"
2017-07-08,"{'c': 2559.2909885063527, 'h': 2559.591472589512, 'l': 2471.743710666795, 'o': 2500.6715233081923}"
2017-07-09,"{'c': 2505.719367383316, 'h': 2576.5860776419386, 'l': 2501.2626287949124, 'o': 2557.6424592690046}"
2017-07-10,"{'c': 2337.692689997486, 'h': 2523.6355505188535, 'l': 2265.6615377967123, 'o': 2509.5864952248385}"
2017-07-11,"{'c': 2308.5349031275077, 'h': 2400.315771637087, 'l': 2263.812088589229, 'o': 2330.855280356072}"
2017-07-12,"{'c': 2386.6789346825703, 'h': 2409.605736216802, 'l': 2249.9790009207877, 'o': 2308.759839602886}"
2017-07-13,"{'c': 2338.834599532397, 'h': 2419.882447322329, 'l': 2317.840762647002, 'o': 2385.8633636760396}"
2017-07-14,"{'c': 2218.068399573709, 'h': 2354.5378841899237, 'l': 2148.830359707224, 'o': 2341.923644511}"
2017-07-15,"{'c': 1970.0224148275825, 'h': 2221.1538501525947, 'l': 1970.0224148275825, 'o': 2220.441478211001}"
2017-07-16,"{'c': 1914.3158613562398, 'h': 2041.446310679413, 'l': 1817.3406712596648, 'o': 1963.895764651758}"
2017-07-17,"{'c': 2226.8543703791893, 'h': 2226.8543703791893, 'l': 1916.4490506863228, 'o': 1921.8121979681207}"
2017-07-18,"{'c': 2304.677177796126, 'h': 2390.202371162119, 'l': 2150.221339695517, 'o': 2232.463763254779}"
2017-07-19,"{'c': 2262.4342019699784, 'h': 2394.588370970582, 'l': 2225.598973085759, 'o': 2306.4370236293485}"
2017-07-20,"{'c': 2836.4441013378264, 'h': 2915.0013058378718, 'l': 2268.808079226432, 'o': 2268.808079226432}"
2017-07-21,"{'c': 2667.799092515772, 'h': 2853.617856801716, 'l': 2616.7753552365443, 'o': 2853.617856801716}"
2017-07-22,"{'c': 2828.288843932448, 'h': 2869.384823924892, 'l': 2650.763800142021, 'o': 2659.194516465998}"
2017-07-23,"{'c': 2756.3507669668084, 'h': 2851.6860929198456, 'l': 2667.1379218249053, 'o': 2826.8629374790457}"
2017-07-24,"{'c': 2761.003292649645, 'h': 2796.582654856565, 'l': 2715.055930383408, 'o': 2746.589717593009}"
2017-07-25,"{'c': 2562.1887893065186, 'h': 2778.553244554055, 'l': 2454.842633984823, 'o': 2762.8919689023414}"
2017-07-26,"{'c': 2524.004210431266, 'h': 2606.942844822401, 'l': 2409.5428240639526, 'o': 2568.9744487839407}"
2017-07-27,"{'c': 2662.327736099671, 'h': 2683.419361913155, 'l': 2512.401314236703, 'o': 2530.6908706395325}"
2017-07-28,"{'c': 2784.9319075270673, 'h': 2820.888154648497, 'l': 2658.5064727824365, 'o': 2671.1046117120873}"
2017-07-29,"{'c': 2699.3367794540422, 'h': 2787.282505768498, 'l': 2675.2500104082037, 'o': 2785.3607372616166}"
2017-07-30,"{'c': 2733.69805187003, 'h': 2755.4895447148306, 'l': 2589.9227844538177, 'o': 2707.5249058134373}"
2017-07-31,"{'c': 2861.355117283544, 'h': 2890.2940719787584, 'l': 2696.104622136234, 'o': 2730.639152161696}"
2017-08-01,"{'c': 2731.1154904956556, 'h': 2920.5067300664755, 'l': 2656.0365364215077, 'o': 2852.9985277528936}"
2017-08-02,"{'c': 2700.952019059181, 'h': 2757.46697967643, 'l': 2656.334956628917, 'o': 2731.9151223024146}"
2017-08-03,"{'c': 2787.864126953994, 'h': 2800.2227730541526, 'l': 2700.794774881487, 'o': 2700.8068074667194}"
2017-08-04,"{'c': 2855.544813686132, 'h': 2875.4664665066402, 'l': 2764.101110887344, 'o': 2788.498987209}"
2017-08-05,"{'c': 3246.889857691748, 'h': 3328.4989570977004, 'l': 2856.386790176194, 'o': 2862.015631803698}"
2017-08-06,"{'c': 3219.1355141814147, 'h': 3279.7506562366384, 'l': 3158.3697093563082, 'o': 3251.033267547569}"
2017-08-07,"{'c': 3394.12505196622, 'h': 3410.2837440942326, 'l': 3192.4454457590596, 'o': 3222.633996769295}"
2017-08-08,"{'c': 3418.0657164880467, 'h': 3484.4725681972645, 'l': 3345.157720301654, 'o': 3395.957561930004}"
2017-08-09,"{'c': 3341.931735918988, 'h': 3424.4147351105253, 'l': 3217.4672214068532, 'o': 3418.469729249734}"
2017-08-10,"{'c': 3432.180554601751, 'h': 3445.231424611028, 'l': 3316.2113493264565, 'o': 3343.4146606846116}"
2017-08-11,"{'c': 3651.952159554108, 'h': 3709.485218065206, 'l': 3410.8083564601066, 'o': 3440.4650635022235}"
2017-08-12,"{'c': 3873.840277659997, 'h': 3939.3337614274365, 'l': 3615.032869064003, 'o': 3656.4754570468226}"
2017-08-13,"{'c': 4055.4301082172656, 'h': 4187.0864044751925, 'l': 3861.3527910510375, 'o': 3877.93030554407}"
2017-08-14,"{'c': 4321.740878001602, 'h': 4321.740878001602, 'l': 3987.2620587114952, 'o': 4070.5874467241642}"
2017-08-15,"{'c': 4158.369049307629, 'h': 4412.532666328862, 'l': 3833.494640111323, 'o': 4324.626168552177}"
2017-08-16,"{'c': 4371.898571692489, 'h': 4376.57096081281, 'l': 3944.1708068601483, 'o': 4171.585816200102}"
2017-08-17,"{'c': 4278.874565142088, 'h': 4467.689399174499, 'l': 4206.240957330167, 'o': 4374.512430550209}"
2017-08-18,"{'c': 4103.308186665855, 'h': 4350.70287350537, 'l': 3979.171597718045, 'o': 4281.10281465528}"
2017-08-19,"{'c': 4136.02849752025, 'h': 4182.843725874931, 'l': 3951.178060317274, 'o': 4101.931686002192}"
2017-08-20,"{'c': 4047.5907074206807, 'h': 4150.266548697704, 'l': 4032.1218571371996, 'o': 4150.266548697704}"
2017-08-21,"{'c': 3993.496766113566, 'h': 4089.4109976210166, 'l': 3959.8836677079116, 'o': 4059.1117150954333}"
2017-08-22,"{'c': 4089.192688098602, 'h': 4136.521945778181, 'l': 3623.8041702340224, 'o': 3996.1520441520274}"
2017-08-23,"{'c': 4128.20943627659, 'h': 4245.078872191336, 'l': 4066.87447875793, 'o': 4081.748701571368}"
2017-08-24,"{'c': 4309.743233598728, 'h': 4340.7686336704, 'l': 4104.05778658451, 'o': 4142.450424557255}"
2017-08-25,"{'c': 4357.504580234239, 'h': 4448.892094727062, 'l': 4295.552379443012, 'o': 4312.096368659014}"
2017-08-26,"{'c': 4339.185326260464, 'h': 4370.909697694314, 'l': 4260.965086778038, 'o': 4360.81081789692}"
2017-08-27,"{'c': 4343.614657649543, 'h': 4386.853325425968, 'l': 4309.3175550629585, 'o': 4342.13524182093}"
2017-08-28,"{'c': 4384.648048638078, 'h': 4391.55005085662, 'l': 4190.39291366754, 'o': 4334.943507784574}"
2017-08-29,"{'c': 4591.973064787884, 'h': 4634.253673708621, 'l': 4345.947988784998, 'o': 4385.162289332667}"
2017-08-30,"{'c': 4578.258041005562, 'h': 4636.417150029482, 'l': 4494.0186514783545, 'o': 4582.7934553424475}"
2017-08-31,"{'c': 4739.821909609959, 'h': 4766.838403765212, 'l': 4577.034298856806, 'o': 4577.034298856806}"
2017-09-01,"{'c': 4930.913963429657, 'h': 4930.913963429657, 'l': 4692.835937442257, 'o': 4741.356479180045}"
2017-09-02,"{'c': 4635.549367004165, 'h': 4974.248297624271, 'l': 4503.363605715176, 'o': 4941.856672784606}"
2017-09-03,"{'c': 4624.004128836177, 'h': 4723.809729387342, 'l': 4465.2261562096555, 'o': 4626.107847746462}"
2017-09-04,"{'c': 4340.747305561161, 'h': 4619.415749832779, 'l': 4152.496535449635, 'o': 4619.415749832779}"
2017-09-05,"{'c': 4426.660414562876, 'h': 4499.616416276017, 'l': 4104.9192007421025, 'o': 4312.4114341395425}"
2017-09-06,"{'c': 4610.80660274099, 'h': 4652.556513148421, 'l': 4386.748787053633, 'o': 4424.638542292696}"
2017-09-07,"{'c': 4621.992816471082, 'h': 4663.131555748516, 'l': 4484.5526094725, 'o': 4603.3227827390965}"
2017-09-08,"{'c': 4341.4884613413, 'h': 4677.216094263034, 'l': 4149.345850688678, 'o': 4618.385303106126}"
2017-09-09,"{'c': 4330.583758430806, 'h': 4425.301984631153, 'l': 4187.901455568475, 'o': 4321.493266051797}"
2017-09-10,"{'c': 4250.088037251141, 'h': 4329.98463164321, 'l': 4053.8383705538618, 'o': 4319.936921321062}"
2017-09-11,"{'c': 4207.513611707119, 'h': 4355.378177732307, 'l': 4116.844003533816, 'o': 4243.379256097088}"
2017-09-12,"{'c': 4157.663177008433, 'h': 4372.557238868928, 'l': 4093.9162964919487, 'o': 4212.209962034326}"
2017-09-13,"{'c': 3867.7915092908415, 'h': 4169.583134840588, 'l': 3750.6200744188272, 'o': 4169.583134840588}"
2017-09-14,"{'c': 3240.896288121997, 'h': 3918.314453714229, 'l': 3215.379583952669, 'o': 3856.8925742585902}"
2017-09-15,"{'c': 3710.985860887212, 'h': 3815.1171931925587, 'l': 2990.3323162852525, 'o': 3243.8953284871213}"
2017-09-16,"{'c': 3711.866164171358, 'h': 3962.0520296713576, 'l': 3564.060903068925, 'o': 3716.4202072315325}"
2017-09-17,"{'c': 3703.312456189187, 'h': 3820.7616671249516, 'l': 3486.5946913747734, 'o': 3677.1307924086896}"
2017-09-18,"{'c': 4094.554920867202, 'h': 4116.280777830095, 'l': 3709.660165970392, 'o': 3709.660165970392}"
2017-09-19,"{'c': 3911.100032919042, 'h': 4120.81230414874, 'l': 3858.330903634696, 'o': 4103.342391390897}"
2017-09-20,"{'c': 3869.9896605976755, 'h': 4031.8999816461737, 'l': 3833.4799392443992, 'o': 3894.823497724815}"
2017-09-21,"{'c': 3617.6710605707135, 'h': 3903.4683291320785, 'l': 3589.257893382317, 'o': 3884.8381471428524}"
2017-09-22,"{'c': 3615.9131536078676, 'h': 3752.244644308607, 'l': 3520.915730211974, 'o': 3610.1624608851916}"
2017-09-23,"{'c': 3782.0205495431524, 'h': 3807.1152758610597, 'l': 3572.4060568928858, 'o': 3615.355681661823}"
2017-09-24,"{'c': 3668.2651341463556, 'h': 3780.8669509870188, 'l': 3631.8464045519236, 'o': 3780.8669509870188}"
2017-09-25,"{'c': 3918.890667419078, 'h': 3956.997642632769, 'l': 3669.269556543369, 'o': 3669.269556543369}"
2017-09-26,"{'c': 3886.1024756670427, 'h': 3958.652450196416, 'l': 3856.4264148265347, 'o': 3925.3260876161244}"
2017-09-27,"{'c': 4199.9683304292685, 'h': 4222.604159397001, 'l': 3879.4323069816505, 'o': 3881.53265008761}"
2017-09-28,"{'c': 4187.576245896319, 'h': 4268.497661957243, 'l': 4127.3360858429005, 'o': 4204.5034895343115}"
2017-09-29,"{'c': 4156.659983678401, 'h': 4216.482769081601, 'l': 4028.773006623692, 'o': 4185.565215608262}"
2017-09-30,"{'c': 4335.467009689982, 'h': 4348.76438114236, 'l': 4147.143008050773, 'o': 4157.701272566897}"
2017-10-01,"{'c': 4382.812284253591, 'h': 4386.462757709622, 'l': 4235.6709709843035, 'o': 4335.839010063485}"
2017-10-02,"{'c': 4391.750560395145, 'h': 4457.333299327694, 'l': 4363.564944670982, 'o': 4383.490304636447}"
2017-10-03,"{'c': 4311.3560516755, 'h': 4419.405335781422, 'l': 4229.916025120814, 'o': 4383.900909041043}"
2017-10-04,"{'c': 4215.182333536646, 'h': 4339.867682172514, 'l': 4185.95803777329, 'o': 4312.1802902792315}"
2017-10-05,"{'c': 4317.528621996602, 'h': 4358.611726946792, 'l': 4145.663128355301, 'o': 4215.5524531282845}"
2017-10-06,"{'c': 4362.980772637618, 'h': 4411.607867492792, 'l': 4294.51441634626, 'o': 4315.42343254025}"
2017-10-07,"{'c': 4427.349482966946, 'h': 4451.914056574114, 'l': 4319.037404150772, 'o': 4363.098390265387}"
2017-10-08,"{'c': 4599.584772520529, 'h': 4607.723489253299, 'l': 4416.169900549163, 'o': 4433.56428436043}"
2017-10-09,"{'c': 4770.758812461939, 'h': 4860.119092704825, 'l': 4553.334830108116, 'o': 4601.935958841493}"
2017-10-10,"{'c': 4742.204586062306, 'h': 4918.351804302655, 'l': 4723.308635742826, 'o': 4772.237455901732}"
2017-10-11,"{'c': 4817.076001241959, 'h': 4867.791663302525, 'l': 4714.301819371869, 'o': 4757.545245663261}"
2017-10-12,"{'c': 5421.25647434388, 'h': 5421.25647434388, 'l': 4810.361281104631, 'o': 4818.169887513006}"
2017-10-13,"{'c': 5622.401537310861, 'h': 5819.793991804839, 'l': 5399.106206039092, 'o': 5430.267777720629}"
2017-10-14,"{'c': 5806.274837910411, 'h': 5812.622558967477, 'l': 5574.60855455819, 'o': 5628.346253548183}"
2017-10-15,"{'c': 5690.443312043671, 'h': 5840.2545093739245, 'l': 5454.297553341528, 'o': 5812.3622522477235}"
2017-10-16,"{'c': 5751.401295318684, 'h': 5785.662372138262, 'l': 5572.319524075763, 'o': 5694.454369535165}"
2017-10-17,"{'c': 5593.760390967677, 'h': 5766.301608451633, 'l': 5527.361844565789, 'o': 5760.8485621263}"
2017-10-18,"{'c': 5574.307180341964, 'h': 5601.864091608808, 'l': 5115.890015120051, 'o': 5593.934810641705}"
2017-10-19,"{'c': 5700.819182972686, 'h': 5738.428166880768, 'l': 5526.117857580279, 'o': 5569.178815501111}"
2017-10-20,"{'c': 5997.446764076106, 'h': 6061.10749575573, 'l': 5619.7742533122955, 'o': 5704.294113899747}"
2017-10-21,"{'c': 6015.723555007538, 'h': 6182.391840092343, 'l': 5927.79900552975, 'o': 5986.773476280937}"
2017-10-22,"{'c': 5998.832263653103, 'h': 6070.078129705719, 'l': 5745.390081892592, 'o': 6032.008261887529}"
2017-10-23,"{'c': 5889.672058049323, 'h': 6045.381057780784, 'l': 5666.011432949015, 'o': 5988.584224719611}"
2017-10-24,"{'c': 5518.766212981871, 'h': 5894.387207752057, 'l': 5479.301642786864, 'o': 5894.387207752057}"
2017-10-25,"{'c': 5744.7936868947845, 'h': 5755.170783350426, 'l': 5383.966488629083, 'o': 5520.666933394873}"
2017-10-26,"{'c': 5890.7143073772, 'h': 5980.137595126643, 'l': 5696.59618943925, 'o': 5736.927688874834}"
2017-10-27,"{'c': 5778.700983300991, 'h': 5982.630231752097, 'l': 5701.102759281164, 'o': 5891.396817939914}"
2017-10-28,"{'c': 5752.944303324972, 'h': 5887.981749121459, 'l': 5672.587712576063, 'o': 5794.054196117502}"
2017-10-29,"{'c': 6150.617275448098, 'h': 6266.642151386217, 'l': 5719.867078579222, 'o': 5748.747217069377}"
2017-10-30,"{'c': 6122.688025941843, 'h': 6211.826915070636, 'l': 6033.292304236896, 'o': 6125.084910303134}"
2017-10-31,"{'c': 6441.3050298221515, 'h': 6443.565451073263, 'l': 6084.713151647438, 'o': 6130.951034491837}"
2017-11-01,"{'c': 6764.760700771038, 'h': 6764.760700771038, 'l': 6365.704325769865, 'o': 6411.1484862115585}"
2017-11-02,"{'c': 7032.252143929542, 'h': 7346.902668387959, 'l': 6770.5388626739, 'o': 6770.5388626739}"
2017-11-03,"{'c': 7188.6736621927175, 'h': 7457.667073058195, 'l': 6963.63036556694, 'o': 7043.43959303874}"
2017-11-04,"{'c': 7391.499520881289, 'h': 7506.843985111076, 'l': 7013.056872554254, 'o': 7155.511647701183}"
2017-11-05,"{'c': 7390.662345444837, 'h': 7624.038296487668, 'l': 7309.245216104898, 'o': 7402.298550167012}"
2017-11-06,"{'c': 6960.162148204395, 'h': 7420.76172886866, 'l': 6947.530495776096, 'o': 7378.668091958893}"
2017-11-07,"{'c': 7123.997698968637, 'h': 7226.003523486688, 'l': 6972.101849147623, 'o': 6972.101849147623}"
2017-11-08,"{'c': 7469.009869665808, 'h': 7803.2075763889425, 'l': 7089.687913337713, 'o': 7109.147230359182}"
2017-11-09,"{'c': 7135.421301008343, 'h': 7460.118843558576, 'l': 7073.653552402723, 'o': 7460.118843558576}"
2017-11-10,"{'c': 6591.128675365988, 'h': 7323.7575767827275, 'l': 6440.955221313432, 'o': 7148.362885967945}"
2017-11-11,"{'c': 6361.587331249312, 'h': 6855.800553769496, 'l': 6215.153456491233, 'o': 6574.343612330902}"
2017-11-12,"{'c': 5909.6447898411725, 'h': 6453.275709219115, 'l': 5567.150716020469, 'o': 6305.5091575489805}"
2017-11-13,"{'c': 6525.636966247708, 'h': 6788.1980345252, 'l': 5852.191063969959, 'o': 5906.596020455654}"
2017-11-14,"{'c': 6595.548438738197, 'h': 6742.668176335535, 'l': 6486.046948924491, 'o': 6550.3048710856065}"
2017-11-15,"{'c': 7282.068738937433, 'h': 7332.044583337591, 'l': 6612.376700096249, 'o': 6612.376700096249}"
2017-11-16,"{'c': 7845.321979964913, 'h': 7955.411031612815, 'l': 7138.9051230012265, 'o': 7289.113200663463}"
2017-11-17,"{'c': 7691.5208803062105, 'h': 7982.646915408882, 'l': 7567.548596048457, 'o': 7860.310216567368}"
2017-11-18,"{'c': 7780.4865522991895, 'h': 7836.485188984538, 'l': 7493.09255546613, 'o': 7687.7168248340695}"
2017-11-19,"{'c': 8033.553355586507, 'h': 8083.750002063824, 'l': 7693.08138435886, 'o': 7766.142130491079}"
2017-11-20,"{'c': 8255.867353185347, 'h': 8287.649595045126, 'l': 7942.975387603522, 'o': 8038.697313201393}"
2017-11-21,"{'c': 8096.860431860465, 'h': 8356.35137433623, 'l': 7843.744645976889, 'o': 8258.999773408843}"
2017-11-22,"{'c': 8244.969536672328, 'h': 8305.776104632178, 'l': 8090.8124072308465, 'o': 8101.114315940952}"
2017-11-23,"{'c': 8035.893848871559, 'h': 8268.703294667965, 'l': 8035.893848871559, 'o': 8246.616205576187}"
2017-11-24,"{'c': 8215.457903088754, 'h': 8308.015754432543, 'l': 7918.897116955496, 'o': 8035.196621047476}"
2017-11-25,"{'c': 8771.863206570288, 'h': 8771.863206570288, 'l': 8172.890643820574, 'o': 8212.146438614605}"
2017-11-26,"{'c': 9349.11993048534, 'h': 9542.983243453236, 'l': 8767.175209237324, 'o': 8767.175209237324}"
2017-11-27,"{'c': 9754.449718834221, 'h': 9754.449718834221, 'l': 9370.368455184564, 'o': 9370.368455184564}"
2017-11-28,"{'c': 9926.71193188782, 'h': 9982.422434886506, 'l': 9671.482810850535, 'o': 9766.711477515104}"
2017-11-29,"{'c': 9863.795713366324, 'h': 11403.870314496964, 'l': 9077.021415759707, 'o': 9926.601414458895}"
2017-11-30,"{'c': 9953.823255504512, 'h': 10769.060149176607, 'l': 9166.247000858131, 'o': 9835.270693047805}"
2017-12-01,"{'c': 10862.869692666738, 'h': 10918.234228199526, 'l': 9444.387352877295, 'o': 9965.226635509502}"
2017-12-02,"{'c': 10923.741230126276, 'h': 11169.06124401924, 'l': 10730.082586613287, 'o': 10859.711653535946}"
