t,o
2020-02-01,"{'c': 9392.87536841, 'h': 9438.23342452, 'l': 9315.02766293, 'o': 9351.49057119}"
2020-02-02,"{'c': 9344.36529292, 'h': 9466.93876345, 'l': 9217.82397728, 'o': 9384.10352728}"
2020-02-03,"{'c': 9293.52108908, 'h': 9534.57043128, 'l': 9267.90594481, 'o': 9342.68873975}"
2020-02-04,"{'c': 9180.9629665, 'h': 9330.70462306, 'l': 9117.03933808, 'o': 9290.61643657}"
2020-02-05,"{'c': 9613.42428895, 'h': 9701.30003735, 'l': 9165.00223149, 'o': 9179.93968789}"
2020-02-06,"{'c': 9729.80223149, 'h': 9824.61926061, 'l': 9544.32147887, 'o': 9622.87267809}"
2020-02-07,"{'c': 9790.33384641, 'h': 9834.71678972, 'l': 9730.12581599, 'o': 9730.12581599}"
2020-02-08,"{'c': 9866.50724373, 'h': 9874.64674703, 'l': 9682.93023672, 'o': 9793.07042002}"
2020-02-09,"{'c': 10119.1248203, 'h': 10122.2757778, 'l': 9852.71517234, 'o': 9863.89488145}"
2020-02-10,"{'c': 9865.59260896, 'h': 10165.765355, 'l': 9786.6763041, 'o': 10115.559686}"
2020-02-11,"{'c': 10205.1323621, 'h': 10208.6347921, 'l': 9734.76356067, 'o': 9855.89170857}"
2020-02-12,"{'c': 10322.7164894, 'h': 10379.7157179, 'l': 10202.3876541, 'o': 10202.3876541}"
2020-02-13,"{'c': 10205.6192109, 'h': 10457.6271997, 'l': 10118.110859, 'o': 10323.9604932}"
2020-02-14,"{'c': 10300.0506266, 'h': 10319.7073833, 'l': 10125.7312523, 'o': 10211.5503892}"
2020-02-15,"{'c': 9891.83650918, 'h': 10339.4188926, 'l': 9874.4275077, 'o': 10313.8568369}"
2020-02-16,"{'c': 9943.25998095, 'h': 10047.4985829, 'l': 9728.21927543, 'o': 9889.17970534}"
2020-02-17,"{'c': 9686.04920977, 'h': 9936.56026014, 'l': 9507.75815589, 'o': 9936.56026014}"
2020-02-18,"{'c': 10147.0726363, 'h': 10158.8425008, 'l': 9633.72839234, 'o': 9691.23094489}"
2020-02-19,"{'c': 9635.05008713, 'h': 10188.5411972, 'l': 9620.61652197, 'o': 10143.7983568}"
2020-02-20,"{'c': 9618.25906453, 'h': 9638.59498827, 'l': 9511.63783814, 'o': 9629.32531033}"
2020-02-21,"{'c': 9690.95528682, 'h': 9717.20125702, 'l': 9591.06975434, 'o': 9611.78201954}"
2020-02-22,"{'c': 9660.91488832, 'h': 9697.26921363, 'l': 9604.35014068, 'o': 9687.70676008}"
2020-02-23,"{'c': 9920.86796684, 'h': 9931.37215679, 'l': 9658.77046363, 'o': 9663.31864201}"
2020-02-24,"{'c': 9645.39833042, 'h': 9949.14022947, 'l': 9539.77894144, 'o': 9921.58346055}"
2020-02-25,"{'c': 9346.53346695, 'h': 9651.72668132, 'l': 9312.29376518, 'o': 9651.31279866}"
2020-02-26,"{'c': 8824.33122732, 'h': 9352.75384137, 'l': 8706.83530569, 'o': 9338.29028024}"
2020-02-27,"{'c': 8786.87893969, 'h': 8930.56647405, 'l': 8583.92466551, 'o': 8825.09351775}"
2020-02-28,"{'c': 8689.11524591, 'h': 8886.19219509, 'l': 8498.02728967, 'o': 8788.72854689}"
2020-02-29,"{'c': 8615.22772355, 'h': 8773.8232996, 'l': 8611.52653232, 'o': 8671.21254207}"
2020-03-01,"{'c': 8563.41168611, 'h': 8721.90350061, 'l': 8472.78428736, 'o': 8599.7583441}"
2020-03-02,"{'c': 8865.83955705, 'h': 8918.55093966, 'l': 8533.57103934, 'o': 8563.26425933}"
2020-03-03,"{'c': 8792.35171065, 'h': 8897.25084978, 'l': 8708.62731794, 'o': 8865.38796487}"
2020-03-04,"{'c': 8742.61166128, 'h': 8841.41917342, 'l': 8712.83955953, 'o': 8788.54218625}"
2020-03-05,"{'c': 9077.87946386, 'h': 9140.57400281, 'l': 8760.28504049, 'o': 8760.28504049}"
2020-03-06,"{'c': 9120.74845437, 'h': 9166.33952768, 'l': 9032.65953171, 'o': 9078.30852906}"
2020-03-07,"{'c': 8909.75828069, 'h': 9163.22109566, 'l': 8893.54895507, 'o': 9121.60053553}"
2020-03-08,"{'c': 8110.25607808, 'h': 8908.49789858, 'l': 8110.25607808, 'o': 8908.20601509}"
2020-03-09,"{'c': 7916.62214092, 'h': 8174.02276735, 'l': 7694.39150118, 'o': 8111.14639164}"
2020-03-10,"{'c': 7915.61754792, 'h': 8136.9452227, 'l': 7820.68649227, 'o': 7922.1470416}"
2020-03-11,"{'c': 7912.81530473, 'h': 7946.40282983, 'l': 7647.84954277, 'o': 7910.08980669}"
2020-03-12,"{'c': 4860.35383012, 'h': 7928.07450253, 'l': 4860.35383012, 'o': 7917.19536947}"
2020-03-13,"{'c': 5547.0651614, 'h': 5837.32714273, 'l': 4106.98075029, 'o': 5015.39185203}"
2020-03-14,"{'c': 5195.85517452, 'h': 5616.71665325, 'l': 5140.42273106, 'o': 5578.69378471}"
2020-03-15,"{'c': 5391.06024919, 'h': 5814.88550052, 'l': 5173.26711828, 'o': 5200.51921496}"
2020-03-16,"{'c': 5014.86830377, 'h': 5381.79259034, 'l': 4590.5536721, 'o': 5381.79259034}"
2020-03-17,"{'c': 5237.76209482, 'h': 5364.01102509, 'l': 4981.90941273, 'o': 5015.42283556}"
2020-03-18,"{'c': 5237.91386092, 'h': 5318.4125315, 'l': 5069.3361519, 'o': 5207.2342386}"
2020-03-19,"{'c': 6193.29577035, 'h': 6329.73594838, 'l': 5245.50231539, 'o': 5245.50231539}"
2020-03-20,"{'c': 6186.21871982, 'h': 6831.06520314, 'l': 5886.34538121, 'o': 6189.48329444}"
2020-03-21,"{'c': 6172.9672775, 'h': 6365.68016334, 'l': 5946.56317162, 'o': 6192.98155388}"
2020-03-22,"{'c': 5833.51061024, 'h': 6355.16761962, 'l': 5823.71407014, 'o': 6183.80519637}"
2020-03-23,"{'c': 6431.81003808, 'h': 6437.99110317, 'l': 5785.57179402, 'o': 5836.97788074}"
2020-03-24,"{'c': 6732.65221467, 'h': 6784.59514858, 'l': 6411.59864797, 'o': 6429.38616408}"
2020-03-25,"{'c': 6677.07432527, 'h': 6884.35183936, 'l': 6545.95064082, 'o': 6737.71728443}"
2020-03-26,"{'c': 6718.96731486, 'h': 6732.33971314, 'l': 6594.05727909, 'o': 6673.69763718}"
2020-03-27,"{'c': 6470.89335934, 'h': 6791.29591963, 'l': 6470.89335934, 'o': 6719.24798722}"
2020-03-28,"{'c': 6241.56512496, 'h': 6467.501165, 'l': 6117.83774851, 'o': 6467.501165}"
2020-03-29,"{'c': 5929.677884, 'h': 6241.74543718, 'l': 5922.80312347, 'o': 6241.74543718}"
2020-03-30,"{'c': 6447.72579951, 'h': 6517.19578925, 'l': 5905.30465877, 'o': 5918.74487462}"
2020-03-31,"{'c': 6443.31405026, 'h': 6502.43498575, 'l': 6376.58958968, 'o': 6429.74922194}"
2020-04-01,"{'c': 6589.24919192, 'h': 6589.24919192, 'l': 6206.73129513, 'o': 6436.34779459}"
2020-04-02,"{'c': 6795.04299179, 'h': 7088.24732438, 'l': 6597.34671672, 'o': 6618.55555879}"
2020-04-03,"{'c': 6736.36381431, 'h': 7003.22078432, 'l': 6678.49520602, 'o': 6797.39659183}"
2020-04-04,"{'c': 6858.69700969, 'h': 6871.95962749, 'l': 6700.12218372, 'o': 6738.38301967}"
2020-04-05,"{'c': 6794.47452422, 'h': 6883.41414332, 'l': 6718.38648636, 'o': 6862.53782636}"
2020-04-06,"{'c': 7248.72410192, 'h': 7263.12658198, 'l': 6785.78723145, 'o': 6788.04980287}"
2020-04-07,"{'c': 7172.87828873, 'h': 7419.2388748, 'l': 7136.71418613, 'o': 7273.64421075}"
2020-04-08,"{'c': 7335.36979909, 'h': 7350.41009152, 'l': 7153.30567428, 'o': 7177.68392022}"
2020-04-09,"{'c': 7301.01277516, 'h': 7341.0980976, 'l': 7179.0943407, 'o': 7333.71502064}"
2020-04-10,"{'c': 6862.78799691, 'h': 7302.56533519, 'l': 6802.47496589, 'o': 7302.56533519}"
2020-04-11,"{'c': 6852.50192071, 'h': 6926.0696338, 'l': 6789.9207024, 'o': 6867.3955109}"
2020-04-12,"{'c': 6998.39400574, 'h': 7114.92038736, 'l': 6813.20430834, 'o': 6857.6392594}"
2020-04-13,"{'c': 6845.09526906, 'h': 6938.4979304, 'l': 6683.10673332, 'o': 6938.4979304}"
2020-04-14,"{'c': 6841.27304616, 'h': 6958.55722441, 'l': 6795.47449472, 'o': 6848.50117315}"
2020-04-15,"{'c': 6643.97961617, 'h': 6926.97577835, 'l': 6633.40269245, 'o': 6840.14871617}"
2020-04-16,"{'c': 7106.09484684, 'h': 7125.72688767, 'l': 6562.53429899, 'o': 6641.06548229}"
2020-04-17,"{'c': 7098.68627482, 'h': 7164.94361412, 'l': 7052.57115281, 'o': 7114.0829421}"
2020-04-18,"{'c': 7259.90292944, 'h': 7266.91048389, 'l': 7094.8055208, 'o': 7094.8055208}"
2020-04-19,"{'c': 7191.11311495, 'h': 7279.55725054, 'l': 7169.10857941, 'o': 7261.79543237}"
2020-04-20,"{'c': 6882.34018581, 'h': 7240.29059686, 'l': 6842.32108729, 'o': 7187.37847844}"
2020-04-21,"{'c': 6878.03773926, 'h': 6934.01824601, 'l': 6837.05267262, 'o': 6880.14485542}"
2020-04-22,"{'c': 7118.68335661, 'h': 7145.86574462, 'l': 6870.76922717, 'o': 6878.10720522}"
2020-04-23,"{'c': 7430.16504043, 'h': 7487.75351084, 'l': 7082.89855972, 'o': 7123.13895909}"
2020-04-24,"{'c': 7549.13338764, 'h': 7572.63737507, 'l': 7436.72966852, 'o': 7438.88038204}"
2020-04-25,"{'c': 7569.23791751, 'h': 7628.84195758, 'l': 7524.93403998, 'o': 7548.76622278}"
2020-04-26,"{'c': 7680.48287014, 'h': 7699.49867333, 'l': 7561.40785333, 'o': 7566.52528954}"
2020-04-27,"{'c': 7794.71391216, 'h': 7794.71391216, 'l': 7693.72832501, 'o': 7699.29977753}"
2020-04-28,"{'c': 7807.29683833, 'h': 7812.62650179, 'l': 7739.16285413, 'o': 7796.35435849}"
2020-04-29,"{'c': 8801.03776688, 'h': 8871.75372738, 'l': 7786.04929564, 'o': 7804.68770248}"
2020-04-30,"{'c': 8657.1939924, 'h': 9433.51892824, 'l': 8539.80716113, 'o': 8800.77303565}"
2020-05-01,"{'c': 8855.32022959, 'h': 9029.76693855, 'l': 8683.14566949, 'o': 8683.14566949}"
2020-05-02,"{'c': 8985.17081572, 'h': 9002.48895829, 'l': 8811.36632956, 'o': 8864.37464198}"
2020-05-03,"{'c': 8898.12241256, 'h': 9165.89770764, 'l': 8835.07186052, 'o': 8990.76124531}"
2020-05-04,"{'c': 8915.36266471, 'h': 8956.90651911, 'l': 8648.46310942, 'o': 8906.88583621}"
2020-05-05,"{'c': 8987.61019034, 'h': 9062.41456364, 'l': 8857.80896663, 'o': 8919.85643608}"
2020-05-06,"{'c': 9253.07620782, 'h': 9407.93335491, 'l': 8975.44873778, 'o': 9001.36601819}"
2020-05-07,"{'c': 9982.3230001, 'h': 9982.3230001, 'l': 9138.32257195, 'o': 9241.76124645}"
2020-05-08,"{'c': 9854.15920563, 'h': 9996.74335304, 'l': 9774.49037622, 'o': 9955.86106001}"
2020-05-09,"{'c': 9590.06333149, 'h': 9908.34892891, 'l': 9580.64449235, 'o': 9825.78932516}"
2020-05-10,"{'c': 8761.29974684, 'h': 9594.26261325, 'l': 8431.04946979, 'o': 9594.26261325}"
2020-05-11,"{'c': 8599.78194656, 'h': 9023.32871895, 'l': 8394.65136481, 'o': 8772.54420323}"
2020-05-12,"{'c': 8800.72972155, 'h': 8948.42580412, 'l': 8578.44830668, 'o': 8587.1285335}"
2020-05-13,"{'c': 9274.85620315, 'h': 9317.87855411, 'l': 8808.42292014, 'o': 8808.42292014}"
2020-05-14,"{'c': 9742.73285277, 'h': 9783.67377491, 'l': 9255.03484619, 'o': 9281.31514423}"
2020-05-15,"{'c': 9324.74955892, 'h': 9754.89659556, 'l': 9261.3979997, 'o': 9754.89659556}"
2020-05-16,"{'c': 9378.12485501, 'h': 9558.22590113, 'l': 9266.14568555, 'o': 9342.16055269}"
2020-05-17,"{'c': 9670.02672308, 'h': 9819.33025735, 'l': 9349.5460711, 'o': 9360.18392724}"
2020-05-18,"{'c': 9729.46527585, 'h': 9906.03020325, 'l': 9570.35898532, 'o': 9688.8137542}"
2020-05-19,"{'c': 9723.31137903, 'h': 9831.60000646, 'l': 9540.58343856, 'o': 9723.23260097}"
2020-05-20,"{'c': 9522.46761378, 'h': 9804.6088772, 'l': 9449.51809524, 'o': 9722.09333277}"
2020-05-21,"{'c': 9083.12738671, 'h': 9553.81645179, 'l': 8881.4004593, 'o': 9510.67502163}"
2020-05-22,"{'c': 9182.63979906, 'h': 9231.58962426, 'l': 9008.63827133, 'o': 9070.91551563}"
2020-05-23,"{'c': 9212.38362171, 'h': 9302.50164919, 'l': 9122.33715795, 'o': 9187.26507873}"
2020-05-24,"{'c': 8792.95744169, 'h': 9287.69324572, 'l': 8792.95744169, 'o': 9212.31749809}"
2020-05-25,"{'c': 8910.14065013, 'h': 8947.71249557, 'l': 8719.66836224, 'o': 8777.45262261}"
2020-05-26,"{'c': 8830.00836771, 'h': 8990.10212453, 'l': 8760.42474197, 'o': 8908.28638252}"
2020-05-27,"{'c': 9178.8408253, 'h': 9202.31024358, 'l': 8835.26472385, 'o': 8835.26472385}"
2020-05-28,"{'c': 9521.7710264, 'h': 9539.50204801, 'l': 9156.06751256, 'o': 9185.22111841}"
2020-05-29,"{'c': 9440.88143521, 'h': 9569.37109409, 'l': 9383.67749061, 'o': 9528.1132945}"
2020-05-30,"{'c': 9696.80790406, 'h': 9702.26404192, 'l': 9369.83968734, 'o': 9440.34985331}"
2020-05-31,"{'c': 9452.45408509, 'h': 9700.34389507, 'l': 9435.69070596, 'o': 9700.34389507}"
2020-06-01,"{'c': 10170.4099128, 'h': 10190.3353302, 'l': 9450.89911148, 'o': 9463.6056622}"
2020-06-02,"{'c': 9532.18934947, 'h': 10182.3407084, 'l': 9463.53650045, 'o': 10164.9104694}"
2020-06-03,"{'c': 9646.2557319, 'h': 9665.80716231, 'l': 9479.23682518, 'o': 9526.66656122}"
2020-06-04,"{'c': 9803.70548499, 'h': 9885.94987657, 'l': 9527.43040781, 'o': 9690.21128567}"
2020-06-05,"{'c': 9667.02313814, 'h': 9867.34125976, 'l': 9666.97260488, 'o': 9801.75456209}"
2020-06-06,"{'c': 9650.37975164, 'h': 9737.26337652, 'l': 9591.02453467, 'o': 9660.42441026}"
2020-06-07,"{'c': 9759.69521099, 'h': 9765.85875459, 'l': 9470.886538, 'o': 9651.7471236}"
2020-06-08,"{'c': 9770.65850938, 'h': 9773.29885156, 'l': 9675.88590718, 'o': 9760.19345063}"
2020-06-09,"{'c': 9795.64961547, 'h': 9836.36896869, 'l': 9664.72013333, 'o': 9782.67652303}"
2020-06-10,"{'c': 9870.78990303, 'h': 9906.85741464, 'l': 9739.89448277, 'o': 9796.54844443}"
2020-06-11,"{'c': 9324.47584156, 'h': 9934.52079146, 'l': 9263.06958826, 'o': 9869.71548539}"
2020-06-12,"{'c': 9481.74838924, 'h': 9534.65910522, 'l': 9291.89752481, 'o': 9320.69085457}"
2020-06-13,"{'c': 9474.74192302, 'h': 9488.00212011, 'l': 9396.00939365, 'o': 9478.66575193}"
2020-06-14,"{'c': 9386.78789214, 'h': 9479.8369458, 'l': 9357.09930655, 'o': 9479.8369458}"
2020-06-15,"{'c': 9454.15015829, 'h': 9499.89665065, 'l': 8990.1759467, 'o': 9384.38071039}"
2020-06-16,"{'c': 9540.67651404, 'h': 9569.16183655, 'l': 9403.64972445, 'o': 9454.18341631}"
2020-06-17,"{'c': 9483.15268772, 'h': 9538.54799565, 'l': 9333.24717568, 'o': 9535.20471852}"
2020-06-18,"{'c': 9412.43597382, 'h': 9482.78198635, 'l': 9334.02239752, 'o': 9482.78198635}"
2020-06-19,"{'c': 9277.04516149, 'h': 9436.77131074, 'l': 9277.04516149, 'o': 9411.61208073}"
2020-06-20,"{'c': 9335.17939289, 'h': 9393.11484776, 'l': 9249.74377945, 'o': 9279.15695324}"
2020-06-21,"{'c': 9301.37004446, 'h': 9392.98619355, 'l': 9301.37004446, 'o': 9339.11763092}"
2020-06-22,"{'c': 9649.2555242, 'h': 9650.9343532, 'l': 9299.18092138, 'o': 9299.18092138}"
2020-06-23,"{'c': 9628.69403752, 'h': 9667.24150339, 'l': 9562.14766271, 'o': 9650.91575784}"
2020-06-24,"{'c': 9308.97002161, 'h': 9680.36714624, 'l': 9280.73579163, 'o': 9636.44797425}"
2020-06-25,"{'c': 9265.12255402, 'h': 9339.88701254, 'l': 9100.1212983, 'o': 9311.21953462}"
2020-06-26,"{'c': 9165.46400925, 'h': 9310.51638223, 'l': 9104.66086141, 'o': 9267.66405528}"
2020-06-27,"{'c': 9050.08021288, 'h': 9206.11766985, 'l': 9004.00261334, 'o': 9184.92057173}"
2020-06-28,"{'c': 9155.73195906, 'h': 9193.01038692, 'l': 8997.31927935, 'o': 9050.44530414}"
2020-06-29,"{'c': 9200.43803941, 'h': 9221.74213461, 'l': 9043.41446688, 'o': 9125.90115102}"
2020-06-30,"{'c': 9138.25078146, 'h': 9214.01958279, 'l': 9089.35868831, 'o': 9177.71906969}"
2020-07-01,"{'c': 9228.16289438, 'h': 9300.92977971, 'l': 9106.41706038, 'o': 9153.29800225}"
2020-07-02,"{'c': 9123.41015432, 'h': 9271.1705176, 'l': 9040.30092369, 'o': 9227.17662384}"
2020-07-03,"{'c': 9087.30391103, 'h': 9202.34438443, 'l': 9058.79478198, 'o': 9124.18924179}"
2020-07-04,"{'c': 9116.09384322, 'h': 9183.29558274, 'l': 9053.62967104, 'o': 9072.6916064}"
2020-07-05,"{'c': 9075.62293143, 'h': 9154.99990493, 'l': 8977.01563525, 'o': 9105.79486239}"
2020-07-06,"{'c': 9294.80678854, 'h': 9337.98122657, 'l': 9062.41483768, 'o': 9070.79550935}"
2020-07-07,"{'c': 9254.80043974, 'h': 9358.54523981, 'l': 9210.59648226, 'o': 9294.80678854}"
2020-07-08,"{'c': 9425.36948916, 'h': 9448.16123339, 'l': 9252.14939649, 'o': 9254.80043974}"
2020-07-09,"{'c': 9294.76603547, 'h': 9430.19963647, 'l': 9238.57912864, 'o': 9425.36948916}"
2020-07-10,"{'c': 9278.8078672, 'h': 9287.07503589, 'l': 9164.82924333, 'o': 9267.55990584}"
2020-07-11,"{'c': 9240.34632654, 'h': 9293.53268075, 'l': 9199.48551044, 'o': 9283.90157969}"
2020-07-12,"{'c': 9276.49985018, 'h': 9313.25526591, 'l': 9200.65888077, 'o': 9240.51602866}"
2020-07-13,"{'c': 9243.61385509, 'h': 9306.40492983, 'l': 9224.39683807, 'o': 9294.06469467}"
2020-07-14,"{'c': 9243.21341642, 'h': 9268.58947784, 'l': 9173.5725914, 'o': 9240.53982713}"
2020-07-15,"{'c': 9192.83736784, 'h': 9275.32512547, 'l': 9174.37998303, 'o': 9243.61011284}"
2020-07-16,"{'c': 9137.21825621, 'h': 9202.94954647, 'l': 9091.17197717, 'o': 9195.93503844}"
2020-07-17,"{'c': 9149.9429538, 'h': 9176.51216449, 'l': 9091.23282486, 'o': 9131.8121414}"
2020-07-18,"{'c': 9158.56462749, 'h': 9230.79006936, 'l': 9114.13912282, 'o': 9151.25826934}"
2020-07-19,"{'c': 9185.45240342, 'h': 9199.4587419, 'l': 9097.89920078, 'o': 9156.74743152}"
2020-07-20,"{'c': 9177.86448262, 'h': 9201.99090326, 'l': 9137.50962153, 'o': 9192.65286112}"
2020-07-21,"{'c': 9374.78345925, 'h': 9402.29706195, 'l': 9150.37136684, 'o': 9158.344136}"
2020-07-22,"{'c': 9525.36344997, 'h': 9525.59588785, 'l': 9321.50645123, 'o': 9373.43532925}"
2020-07-23,"{'c': 9579.97977007, 'h': 9610.24712467, 'l': 9485.69806262, 'o': 9525.15007782}"
2020-07-24,"{'c': 9537.79707625, 'h': 9617.75513341, 'l': 9482.14269319, 'o': 9586.73466083}"
2020-07-25,"{'c': 9677.11349729, 'h': 9703.83033805, 'l': 9530.73938505, 'o': 9541.8703683}"
2020-07-26,"{'c': 9906.34519401, 'h': 9998.42300758, 'l': 9654.23787972, 'o': 9678.76240909}"
2020-07-27,"{'c': 11023.434646, 'h': 11280.3607957, 'l': 9904.1338209, 'o': 9905.16724705}"
2020-07-28,"{'c': 10909.9046958, 'h': 11198.3203675, 'l': 10651.1849581, 'o': 10990.8733998}"
2020-07-29,"{'c': 11098.4100908, 'h': 11296.0615999, 'l': 10858.3243523, 'o': 10912.9529611}"
2020-07-30,"{'c': 11121.1587554, 'h': 11160.8046387, 'l': 10920.7032226, 'o': 11099.8328914}"
2020-07-31,"{'c': 11332.4012834, 'h': 11414.6005765, 'l': 10987.8445108, 'o': 11110.2109424}"
2020-08-01,"{'c': 11766.9595624, 'h': 11790.4275211, 'l': 11240.8511008, 'o': 11322.5705008}"
2020-08-02,"{'c': 11059.3145305, 'h': 12032.1002998, 'l': 11022.6229226, 'o': 11758.7646653}"
2020-08-03,"{'c': 11245.5240356, 'h': 11453.0417733, 'l': 11020.0349656, 'o': 11043.7688847}"
2020-08-04,"{'c': 11207.6483786, 'h': 11379.6645351, 'l': 11094.1453896, 'o': 11246.2032469}"
2020-08-05,"{'c': 11751.6655847, 'h': 11786.6168994, 'l': 11161.2318037, 'o': 11203.8230991}"
2020-08-06,"{'c': 11785.14051, 'h': 11901.796623, 'l': 11605.2715917, 'o': 11749.8713321}"
2020-08-07,"{'c': 11595.3530615, 'h': 11898.0384141, 'l': 11409.3274484, 'o': 11778.8942824}"
2020-08-08,"{'c': 11745.8403294, 'h': 11797.3140593, 'l': 11558.4316317, 'o': 11604.5533476}"
2020-08-09,"{'c': 11672.4786076, 'h': 11792.9845319, 'l': 11558.0586093, 'o': 11737.3252342}"
2020-08-10,"{'c': 11872.1227256, 'h': 12042.5262296, 'l': 11662.2569338, 'o': 11662.2569338}"
2020-08-11,"{'c': 11412.1825511, 'h': 11932.7111738, 'l': 11215.5588183, 'o': 11881.64754}"
2020-08-12,"{'c': 11576.8771692, 'h': 11696.4706526, 'l': 11261.3356251, 'o': 11404.5968775}"
2020-08-13,"{'c': 11796.3961941, 'h': 11796.3961941, 'l': 11216.8725398, 'o': 11585.2613976}"
2020-08-14,"{'c': 11772.9732991, 'h': 11863.8592194, 'l': 11688.6196641, 'o': 11796.256757}"
2020-08-15,"{'c': 11864.5063121, 'h': 11961.3752567, 'l': 11770.1503675, 'o': 11770.1503675}"
2020-08-16,"{'c': 11895.1527133, 'h': 11934.9009151, 'l': 11739.3418729, 'o': 11858.8592279}"
2020-08-17,"{'c': 12250.136396, 'h': 12348.9428347, 'l': 11810.2085098, 'o': 11902.1934326}"
2020-08-18,"{'c': 11988.7456259, 'h': 12333.6938335, 'l': 11957.1025049, 'o': 12267.1965283}"
2020-08-19,"{'c': 11758.8645702, 'h': 12026.7043173, 'l': 11690.6700575, 'o': 11989.7633082}"
2020-08-20,"{'c': 11881.7212215, 'h': 11897.8997932, 'l': 11715.8726383, 'o': 11767.7525413}"
2020-08-21,"{'c': 11581.8887181, 'h': 11894.3116215, 'l': 11571.2690372, 'o': 11878.9819768}"
2020-08-22,"{'c': 11689.4073895, 'h': 11689.4073895, 'l': 11451.7629563, 'o': 11578.7849172}"
2020-08-23,"{'c': 11667.8605615, 'h': 11713.4297949, 'l': 11563.8092627, 'o': 11681.5581142}"
2020-08-24,"{'c': 11778.4188516, 'h': 11804.2845773, 'l': 11623.2504376, 'o': 11662.7740375}"
2020-08-25,"{'c': 11375.0539617, 'h': 11777.3349078, 'l': 11189.8510492, 'o': 11777.3349078}"
2020-08-26,"{'c': 11487.5574841, 'h': 11527.3743157, 'l': 11297.6955033, 'o': 11359.2128362}"
2020-08-27,"{'c': 11322.8535935, 'h': 11570.7863091, 'l': 11190.7276884, 'o': 11484.6256312}"
2020-08-28,"{'c': 11539.83493, 'h': 11545.6154059, 'l': 11321.3036444, 'o': 11339.0265972}"
2020-08-29,"{'c': 11512.5428548, 'h': 11581.4413278, 'l': 11468.7317796, 'o': 11541.9971088}"
2020-08-30,"{'c': 11711.5398306, 'h': 11713.2381623, 'l': 11497.7842654, 'o': 11503.1966914}"
2020-08-31,"{'c': 11685.3448054, 'h': 11767.8270355, 'l': 11599.8424143, 'o': 11714.7452857}"
2020-09-01,"{'c': 11968.9674207, 'h': 12048.769117, 'l': 11601.3090819, 'o': 11676.9366401}"
2020-09-02,"{'c': 11418.0179849, 'h': 11958.245337, 'l': 11290.9411485, 'o': 11948.3448104}"
2020-09-03,"{'c': 10238.457762, 'h': 11440.0611167, 'l': 10185.7871827, 'o': 11400.6647689}"
2020-09-04,"{'c': 10511.8138807, 'h': 10663.9200452, 'l': 10215.1308615, 'o': 10243.2634907}"
2020-09-05,"{'c': 10169.567221, 'h': 10580.8922559, 'l': 9954.9555264, 'o': 10513.2811955}"
2020-09-06,"{'c': 10280.3517032, 'h': 10351.330868, 'l': 10059.2540539, 'o': 10181.504829}"
2020-09-07,"{'c': 10369.5637386, 'h': 10395.4674344, 'l': 9925.82471408, 'o': 10278.3750684}"
2020-09-08,"{'c': 10131.5166457, 'h': 10414.7752084, 'l': 9955.41018817, 'o': 10379.7641156}"
2020-09-09,"{'c': 10242.3477803, 'h': 10347.6212141, 'l': 10018.8921273, 'o': 10130.601966}"
2020-09-10,"{'c': 10363.1390401, 'h': 10476.4842427, 'l': 10246.1781466, 'o': 10249.3372513}"
2020-09-11,"{'c': 10400.9146854, 'h': 10433.7143045, 'l': 10140.8366858, 'o': 10327.9553132}"
2020-09-12,"{'c': 10442.1706031, 'h': 10577.3888071, 'l': 10292.3865099, 'o': 10419.7195742}"
2020-09-13,"{'c': 10323.7557975, 'h': 10575.6407457, 'l': 10239.0622581, 'o': 10453.177696}"
2020-09-14,"{'c': 10680.8374328, 'h': 10800.0110604, 'l': 10266.008771, 'o': 10329.7895373}"
2020-09-15,"{'c': 10796.9509861, 'h': 10936.1676686, 'l': 10660.380538, 'o': 10691.9108606}"
2020-09-16,"{'c': 10974.9048915, 'h': 11093.8696198, 'l': 10705.7194763, 'o': 10795.525353}"
2020-09-17,"{'c': 10948.9899152, 'h': 11037.4211271, 'l': 10776.2853401, 'o': 10971.277442}"
2020-09-18,"{'c': 10944.5858045, 'h': 11029.900106, 'l': 10834.7821787, 'o': 10956.6646335}"
2020-09-19,"{'c': 11094.3462761, 'h': 11134.0927157, 'l': 10914.0506743, 'o': 10948.0851888}"
2020-09-20,"{'c': 10938.2712894, 'h': 11086.0313848, 'l': 10820.9581254, 'o': 11085.6888139}"
2020-09-21,"{'c': 10462.2596185, 'h': 10984.4542397, 'l': 10380.2607189, 'o': 10934.9127363}"
2020-09-22,"{'c': 10538.4603213, 'h': 10568.0767512, 'l': 10391.8733233, 'o': 10437.7246136}"
2020-09-23,"{'c': 10225.8639271, 'h': 10554.7316346, 'l': 10190.3725367, 'o': 10541.7558528}"
2020-09-24,"{'c': 10745.5486217, 'h': 10765.4496458, 'l': 10220.9186133, 'o': 10220.9186133}"
2020-09-25,"{'c': 10702.290491, 'h': 10755.3567698, 'l': 10595.4392338, 'o': 10752.4694147}"
2020-09-26,"{'c': 10754.4375117, 'h': 10776.82637, 'l': 10683.456582, 'o': 10702.8458842}"
2020-09-27,"{'c': 10774.4267558, 'h': 10803.2776673, 'l': 10647.1650369, 'o': 10743.8313745}"
